Packet Number,Device Name,Device Type
1,Philips Lamp 1,Bulb
2,Philips Lamp 3,Motion
3,Unknown,Unknown
4,Moes Bulb,Bulb
5,Ledvance Smart+ Plug,Socket
6,Power Plug 1,Socket
7,Ledvance Bulb,Bulb
8,Coordinator,Coordinator
9,Unknown,Unknown
10,Smart Socket,Socket
11,Unknown,Unknown
12,Coordinator,Coordinator
13,Unknown,Unknown
14,Philips Lamp 1,Bulb
15,Unknown,Unknown
16,Coordinator,Coordinator
17,Unknown,Unknown
18,Power Plug 1,Socket
19,Unknown,Unknown
20,Coordinator,Coordinator
21,Unknown,Unknown
22,Smart Socket,Socket
23,Unknown,Unknown
24,Coordinator,Coordinator
25,Unknown,Unknown
26,Philips Lamp 1,Bulb
27,Unknown,Unknown
28,Unknown,Unknown
29,Coordinator,Coordinator
30,Unknown,Unknown
31,Philips Lamp 1,Bulb
32,Unknown,Unknown
33,Coordinator,Coordinator
34,Unknown,Unknown
35,Unknown,Unknown
36,Unknown,Unknown
37,Coordinator,Coordinator
38,Unknown,Unknown
39,Power Plug 2,Socket
40,Unknown,Unknown
41,Coordinator,Coordinator
42,Unknown,Unknown
43,Philips Lamp 2,Bulb
44,Unknown,Unknown
45,Coordinator,Coordinator
46,Coordinator,Coordinator
47,Coordinator,Coordinator
48,Unknown,Unknown
49,Coordinator,Coordinator
50,Unknown,Unknown
51,Power Plug 2,Socket
52,Unknown,Unknown
53,Unknown,Unknown
54,Unknown,Unknown
55,Coordinator,Coordinator
56,Unknown,Unknown
57,Philips Lamp 2,Bulb
58,Power Plug 2,Socket
59,Unknown,Unknown
60,Coordinator,Coordinator
61,Unknown,Unknown
62,Unknown,Unknown
63,Philips Lamp 3,Motion
64,Unknown,Unknown
65,Ledvance Z3 Plug,Socket
66,Smart Socket,Socket
67,Philips Lamp 3,Motion
68,Unknown,Unknown
69,Philips Motion,Bulb
70,Coordinator,Coordinator
71,Philips Lamp 1,Bulb
72,Philips Lamp 2,Bulb
73,Philips Lamp 3,Motion
74,Unknown,Unknown
75,Moes Bulb,Bulb
76,Ledvance Smart+ Plug,Socket
77,Ledvance Bulb,Bulb
78,Philips Lamp 3,Motion
79,Smart Socket,Socket
80,Power Plug 2,Socket
81,Ledvance Z3 Plug,Socket
82,Philips Lamp 3,Motion
83,Unknown,Unknown
84,Coordinator,Coordinator
85,Unknown,Unknown
86,Philips Lamp 1,Bulb
87,Unknown,Unknown
88,Philips Lamp 1,Bulb
89,Unknown,Unknown
90,Coordinator,Coordinator
91,Unknown,Unknown
92,Philips Lamp 1,Bulb
93,Unknown,Unknown
94,Philips Lamp 1,Bulb
95,Unknown,Unknown
96,Philips Motion,Bulb
97,Coordinator,Coordinator
98,Philips Lamp 1,Bulb
99,Ledvance Bulb,Bulb
100,Unknown,Unknown
101,Coordinator,Coordinator
102,Unknown,Unknown
103,Smart Socket,Socket
104,Unknown,Unknown
105,Coordinator,Coordinator
106,Unknown,Unknown
107,Smart Socket,Socket
108,Unknown,Unknown
109,Ledvance Bulb,Bulb
110,Unknown,Unknown
111,Philips Lamp 3,Motion
112,Unknown,Unknown
113,Moes Bulb,Bulb
114,Aqara Door 2,Door
115,Unknown,Unknown
116,Smart Socket,Socket
117,Unknown,Unknown
118,Ledvance Smart+ Plug,Socket
119,Aqara Door 2,Door
120,Unknown,Unknown
121,Power Plug 1,Socket
122,Coordinator,Coordinator
123,Unknown,Unknown
124,Smart Socket,Socket
125,Unknown,Unknown
126,Coordinator,Coordinator
127,Unknown,Unknown
128,Philips Lamp 1,Bulb
129,Unknown,Unknown
130,Coordinator,Coordinator
131,Unknown,Unknown
132,Power Plug 1,Socket
133,Unknown,Unknown
134,Coordinator,Coordinator
135,Unknown,Unknown
136,Smart Socket,Socket
137,Unknown,Unknown
138,Coordinator,Coordinator
139,Philips Lamp 1,Bulb
140,Unknown,Unknown
141,Power Plug 1,Socket
142,Unknown,Unknown
143,Coordinator,Coordinator
144,Unknown,Unknown
145,Coordinator,Coordinator
146,Coordinator,Coordinator
147,Unknown,Unknown
148,Philips Lamp 1,Bulb
149,Unknown,Unknown
150,Coordinator,Coordinator
151,Unknown,Unknown
152,Philips Lamp 2,Bulb
153,Coordinator,Coordinator
154,Unknown,Unknown
155,Power Plug 2,Socket
156,Coordinator,Coordinator
157,Coordinator,Coordinator
158,Coordinator,Coordinator
159,Coordinator,Coordinator
160,Unknown,Unknown
161,Philips Lamp 2,Bulb
162,Coordinator,Coordinator
163,Unknown,Unknown
164,Power Plug 2,Socket
165,Unknown,Unknown
166,Philips Lamp 1,Bulb
167,Philips Lamp 1,Bulb
168,Power Plug 2,Socket
169,Power Plug 2,Socket
170,Unknown,Unknown
171,Coordinator,Coordinator
172,Unknown,Unknown
173,Unknown,Unknown
174,Unknown,Unknown
175,Coordinator,Coordinator
176,Unknown,Unknown
177,Unknown,Unknown
178,Philips Lamp 2,Bulb
179,Unknown,Unknown
180,Power Plug 2,Socket
181,Unknown,Unknown
182,Coordinator,Coordinator
183,Unknown,Unknown
184,Philips Lamp 2,Bulb
185,Unknown,Unknown
186,Philips Lamp 3,Motion
187,Unknown,Unknown
188,Smart Socket,Socket
189,Power Plug 2,Socket
190,Ledvance Bulb,Bulb
191,Ledvance Z3 Plug,Socket
192,Philips Lamp 3,Motion
193,Unknown,Unknown
194,Philips Motion,Bulb
195,Philips Lamp 1,Bulb
196,Coordinator,Coordinator
197,Philips Lamp 3,Motion
198,Unknown,Unknown
199,Moes Bulb,Bulb
200,Ledvance Smart+ Plug,Socket
201,Power Plug 1,Socket
202,Philips Lamp 3,Motion
203,Unknown,Unknown
204,Smart Socket,Socket
205,Ledvance Bulb,Bulb
206,Power Plug 2,Socket
207,Ledvance Z3 Plug,Socket
208,Philips Lamp 3,Motion
209,Unknown,Unknown
210,Philips Motion,Bulb
211,Coordinator,Coordinator
212,Philips Lamp 1,Bulb
213,Philips Lamp 3,Motion
214,Moes Bulb,Bulb
215,Ledvance Smart+ Plug,Socket
216,Power Plug 1,Socket
217,Coordinator,Coordinator
218,Unknown,Unknown
219,Smart Socket,Socket
220,Unknown,Unknown
221,Coordinator,Coordinator
222,Unknown,Unknown
223,Philips Lamp 1,Bulb
224,Unknown,Unknown
225,Coordinator,Coordinator
226,Unknown,Unknown
227,Power Plug 1,Socket
228,Unknown,Unknown
229,Coordinator,Coordinator
230,Unknown,Unknown
231,Smart Socket,Socket
232,Unknown,Unknown
233,Coordinator,Coordinator
234,Unknown,Unknown
235,Philips Lamp 1,Bulb
236,Unknown,Unknown
237,Unknown,Unknown
238,Coordinator,Coordinator
239,Unknown,Unknown
240,Unknown,Unknown
241,Unknown,Unknown
242,Coordinator,Coordinator
243,Unknown,Unknown
244,Coordinator,Coordinator
245,Unknown,Unknown
246,Philips Lamp 2,Bulb
247,Unknown,Unknown
248,Coordinator,Coordinator
249,Unknown,Unknown
250,Power Plug 2,Socket
251,Unknown,Unknown
252,Philips Lamp 2,Bulb
253,Unknown,Unknown
254,Unknown,Unknown
255,Power Plug 2,Socket
256,Coordinator,Coordinator
257,Coordinator,Coordinator
258,Unknown,Unknown
259,Power Plug 2,Socket
260,Unknown,Unknown
261,Philips Lamp 1,Bulb
262,Unknown,Unknown
263,Coordinator,Coordinator
264,Unknown,Unknown
