Packet Number,Device Name,Device Type
1,Coordinator,Coordinator
2,Unknown,Unknown
3,Ledvance Bulb,Bulb
4,Unknown,Unknown
5,Moes Bulb,Bulb
6,Unknown,Unknown
7,Coordinator,Coordinator
8,Unknown,Unknown
9,Ledvance Bulb,Bulb
10,Unknown,Unknown
11,Coordinator,Coordinator
12,Unknown,Unknown
13,Ledvance Bulb,Bulb
14,Unknown,Unknown
15,Moes Bulb,Bulb
16,Unknown,Unknown
17,Coordinator,Coordinator
18,Unknown,Unknown
19,Ledvance Bulb,Bulb
20,Unknown,Unknown
21,Coordinator,Coordinator
22,Unknown,Unknown
23,Ledvance Bulb,Bulb
24,Moes Bulb,Bulb
25,Unknown,Unknown
26,Coordinator,Coordinator
27,Unknown,Unknown
28,Ledvance Bulb,Bulb
29,Unknown,Unknown
30,Philips Lamp 3,Motion
31,Unknown,Unknown
32,Ledvance Z3 Plug,Socket
33,Moes Bulb,Bulb
34,Philips Motion,Bulb
35,Philips Lamp 2,Bulb
36,Philips Lamp 3,Motion
37,Unknown,Unknown
38,Ledvance Bulb,Bulb
39,Power Plug 1,Socket
40,Smart Socket,Socket
41,Smart Socket,Socket
42,Unknown,Unknown
43,Coordinator,Coordinator
44,Unknown,Unknown
45,Smart Socket,Socket
46,Unknown,Unknown
47,Smart Socket,Socket
48,Unknown,Unknown
49,Coordinator,Coordinator
50,Unknown,Unknown
51,Smart Socket,Socket
52,Unknown,Unknown
53,Philips Lamp 3,Motion
54,Unknown,Unknown
55,Power Plug 2,Socket
56,Ledvance Smart+ Plug,Socket
57,Coordinator,Coordinator
58,Unknown,Unknown
59,Smart Socket,Socket
60,Unknown,Unknown
61,Coordinator,Coordinator
62,Unknown,Unknown
63,Power Plug 1,Socket
64,Unknown,Unknown
65,Coordinator,Coordinator
66,Unknown,Unknown
67,Coordinator,Coordinator
68,Unknown,Unknown
69,Smart Socket,Socket
70,Unknown,Unknown
71,Coordinator,Coordinator
72,Unknown,Unknown
73,Coordinator,Coordinator
74,Unknown,Unknown
75,Power Plug 1,Socket
76,Unknown,Unknown
77,Coordinator,Coordinator
78,Power Plug 2,Socket
79,Unknown,Unknown
80,Coordinator,Coordinator
81,Unknown,Unknown
82,Power Plug 2,Socket
83,Unknown,Unknown
84,Coordinator,Coordinator
85,Unknown,Unknown
86,Coordinator,Coordinator
87,Unknown,Unknown
88,Coordinator,Coordinator
89,Unknown,Unknown
90,Coordinator,Coordinator
91,Unknown,Unknown
92,Coordinator,Coordinator
93,Philips Lamp 1,Bulb
94,Ledvance Z3 Plug,Socket
95,Philips Lamp 3,Motion
96,Unknown,Unknown
97,Moes Bulb,Bulb
98,Philips Lamp 2,Bulb
99,Philips Lamp 3,Motion
100,Unknown,Unknown
101,Philips Motion,Bulb
102,Ledvance Bulb,Bulb
103,Power Plug 1,Socket
104,Smart Socket,Socket
105,Coordinator,Coordinator
106,Unknown,Unknown
107,Philips Lamp 2,Bulb
108,Unknown,Unknown
109,Coordinator,Coordinator
110,Unknown,Unknown
111,Philips Motion,Bulb
112,Unknown,Unknown
113,Philips Lamp 2,Bulb
114,Unknown,Unknown
115,Coordinator,Coordinator
116,Unknown,Unknown
117,Ledvance Bulb,Bulb
118,Unknown,Unknown
119,Moes Bulb,Bulb
120,Unknown,Unknown
121,Coordinator,Coordinator
122,Moes Bulb,Bulb
123,Unknown,Unknown
124,Moes Bulb,Bulb
125,Unknown,Unknown
126,Moes Bulb,Bulb
127,Unknown,Unknown
128,Coordinator,Coordinator
129,Unknown,Unknown
130,Philips Motion,Bulb
131,Unknown,Unknown
132,Philips Motion,Bulb
133,Unknown,Unknown
134,Coordinator,Coordinator
135,Unknown,Unknown
136,Philips Lamp 1,Bulb
137,Philips Lamp 1,Bulb
138,Unknown,Unknown
139,Ledvance Bulb,Bulb
140,Unknown,Unknown
141,Coordinator,Coordinator
142,Unknown,Unknown
143,Unknown,Unknown
