Packet Number,Device Name,Device Type
1,Ledvance Bulb,Bulb
2,Power Plug 1,Socket
3,Smart Socket,Socket
4,Philips Lamp 3,Motion
5,Unknown,Unknown
6,Power Plug 2,Socket
7,Ledvance Smart+ Plug,Socket
8,Coordinator,Coordinator
9,Unknown,Unknown
10,Smart Socket,Socket
11,Unknown,Unknown
12,Coordinator,Coordinator
13,Unknown,Unknown
14,Power Plug 1,Socket
15,Unknown,Unknown
16,Coordinator,Coordinator
17,Unknown,Unknown
18,Coordinator,Coordinator
19,Unknown,Unknown
20,Smart Socket,Socket
21,Unknown,Unknown
22,Coordinator,Coordinator
23,Unknown,Unknown
24,Coordinator,Coordinator
25,Unknown,Unknown
26,Power Plug 1,Socket
27,Unknown,Unknown
28,Coordinator,Coordinator
29,Unknown,Unknown
30,Power Plug 2,Socket
31,Unknown,Unknown
32,Coordinator,Coordinator
33,Unknown,Unknown
34,Coordinator,Coordinator
35,Coordinator,Coordinator
36,Coordinator,Coordinator
37,Unknown,Unknown
38,Power Plug 2,Socket
39,Coordinator,Coordinator
40,Power Plug 2,Socket
41,Unknown,Unknown
42,Coordinator,Coordinator
43,Unknown,Unknown
44,Coordinator,Coordinator
45,Coordinator,Coordinator
46,Unknown,Unknown
47,Coordinator,Coordinator
48,Unknown,Unknown
49,Coordinator,Coordinator
50,Unknown,Unknown
51,Coordinator,Coordinator
52,Unknown,Unknown
53,Coordinator,Coordinator
54,Unknown,Unknown
55,Coordinator,Coordinator
56,Unknown,Unknown
57,Coordinator,Coordinator
58,Unknown,Unknown
59,Coordinator,Coordinator
60,Unknown,Unknown
61,Philips Lamp 3,Motion
62,Unknown,Unknown
63,Philips Lamp 1,Bulb
64,Moes Bulb,Bulb
65,Ledvance Z3 Plug,Socket
66,Philips Motion,Bulb
67,Philips Lamp 2,Bulb
68,Philips Lamp 3,Motion
69,Unknown,Unknown
70,Coordinator,Coordinator
71,Unknown,Unknown
72,Coordinator,Coordinator
73,Unknown,Unknown
74,Power Plug 2,Socket
75,Unknown,Unknown
76,Power Plug 2,Socket
77,Unknown,Unknown
78,Coordinator,Coordinator
79,Unknown,Unknown
80,Smart Socket,Socket
81,Unknown,Unknown
82,Smart Socket,Socket
83,Unknown,Unknown
84,Power Plug 1,Socket
85,Smart Socket,Socket
86,Ledvance Bulb,Bulb
87,Coordinator,Coordinator
88,Unknown,Unknown
89,Power Plug 1,Socket
90,Unknown,Unknown
91,Power Plug 1,Socket
92,Unknown,Unknown
93,Philips Lamp 3,Motion
94,Unknown,Unknown
95,Coordinator,Coordinator
96,Unknown,Unknown
97,Power Plug 1,Socket
98,Unknown,Unknown
99,Power Plug 1,Socket
100,Unknown,Unknown
101,Power Plug 2,Socket
102,Ledvance Smart+ Plug,Socket
103,Coordinator,Coordinator
104,Unknown,Unknown
105,Coordinator,Coordinator
106,Unknown,Unknown
107,Coordinator,Coordinator
108,Unknown,Unknown
109,Coordinator,Coordinator
110,Unknown,Unknown
111,Power Plug 2,Socket
112,Unknown,Unknown
113,Power Plug 2,Socket
114,Unknown,Unknown
115,Coordinator,Coordinator
116,Unknown,Unknown
117,Coordinator,Coordinator
118,Unknown,Unknown
119,Coordinator,Coordinator
120,Unknown,Unknown
121,Coordinator,Coordinator
122,Unknown,Unknown
123,Coordinator,Coordinator
124,Unknown,Unknown
125,Coordinator,Coordinator
126,Unknown,Unknown
127,Smart Socket,Socket
128,Unknown,Unknown
129,Smart Socket,Socket
130,Unknown,Unknown
131,Smart Socket,Socket
132,Unknown,Unknown
133,Coordinator,Coordinator
134,Unknown,Unknown
135,Smart Socket,Socket
136,Unknown,Unknown
137,Ledvance Bulb,Bulb
138,Ledvance Bulb,Bulb
139,Ledvance Bulb,Bulb
140,Moes Bulb,Bulb
141,Moes Bulb,Bulb
142,Power Plug 2,Socket
143,Ledvance Z3 Plug,Socket
144,Ledvance Smart+ Plug,Socket
145,Ledvance Z3 Plug,Socket
146,Philips Motion,Bulb
147,Philips Motion,Bulb
148,Smart Socket,Socket
149,Coordinator,Coordinator
150,Unknown,Unknown
151,Power Plug 1,Socket
152,Smart Socket,Socket
153,Philips Lamp 2,Bulb
154,Coordinator,Coordinator
155,Philips Lamp 1,Bulb
156,Coordinator,Coordinator
157,Unknown,Unknown
158,Ledvance Bulb,Bulb
159,Unknown,Unknown
160,Ledvance Bulb,Bulb
161,Unknown,Unknown
162,Coordinator,Coordinator
163,Unknown,Unknown
164,Philips Lamp 3,Motion
165,Unknown,Unknown
166,Ledvance Bulb,Bulb
167,Unknown,Unknown
168,Coordinator,Coordinator
169,Ledvance Bulb,Bulb
170,Unknown,Unknown
171,Ledvance Bulb,Bulb
172,Unknown,Unknown
173,Coordinator,Coordinator
174,Unknown,Unknown
175,Ledvance Bulb,Bulb
176,Unknown,Unknown
177,Moes Bulb,Bulb
178,Power Plug 2,Socket
179,Power Plug 1,Socket
180,Power Plug 2,Socket
181,Smart Socket,Socket
182,Power Plug 1,Socket
183,Ledvance Bulb,Bulb
184,Ledvance Z3 Plug,Socket
185,Ledvance Bulb,Bulb
186,Philips Lamp 1,Bulb
187,Moes Bulb,Bulb
188,Ledvance Z3 Plug,Socket
189,Power Plug 2,Socket
190,Power Plug 1,Socket
191,Ledvance Smart+ Plug,Socket
192,Ledvance Smart+ Plug,Socket
193,Smart Socket,Socket
194,Coordinator,Coordinator
195,Ledvance Bulb,Bulb
196,Unknown,Unknown
197,Ledvance Bulb,Bulb
198,Unknown,Unknown
199,Coordinator,Coordinator
200,Unknown,Unknown
201,Philips Lamp 2,Bulb
202,Coordinator,Coordinator
203,Unknown,Unknown
204,Ledvance Bulb,Bulb
205,Ledvance Bulb,Bulb
206,Unknown,Unknown
207,Ledvance Bulb,Bulb
208,Unknown,Unknown
209,Ledvance Bulb,Bulb
210,Coordinator,Coordinator
211,Moes Bulb,Bulb
212,Ledvance Bulb,Bulb
213,Unknown,Unknown
214,Ledvance Bulb,Bulb
215,Unknown,Unknown
216,Coordinator,Coordinator
217,Unknown,Unknown
218,Coordinator,Coordinator
219,Unknown,Unknown
220,Ledvance Bulb,Bulb
221,Unknown,Unknown
222,Ledvance Bulb,Bulb
223,Unknown,Unknown
224,Ledvance Z3 Plug,Socket
225,Coordinator,Coordinator
226,Ledvance Bulb,Bulb
227,Philips Motion,Bulb
228,Philips Lamp 3,Motion
229,Unknown,Unknown
230,Coordinator,Coordinator
231,Unknown,Unknown
232,Ledvance Smart+ Plug,Socket
233,Ledvance Smart+ Plug,Socket
234,Unknown,Unknown
235,Ledvance Smart+ Plug,Socket
236,Unknown,Unknown
237,Ledvance Bulb,Bulb
238,Coordinator,Coordinator
