Packet Number,Device Name,Device Type
1,Smart Socket,Socket
2,Coordinator,Coordinator
3,Moes Bulb,Bulb
4,Power Plug 2,Socket
5,Coordinator,Coordinator
6,Unknown,Unknown
7,Smart Socket,Socket
8,Unknown,Unknown
9,Coordinator,Coordinator
10,Unknown,Unknown
11,Philips Motion,Bulb
12,Unknown,Unknown
13,Coordinator,Coordinator
14,Unknown,Unknown
15,Power Plug 1,Socket
16,Unknown,Unknown
17,Coordinator,Coordinator
18,Unknown,Unknown
19,Smart Socket,Socket
20,Unknown,Unknown
21,Coordinator,Coordinator
22,Unknown,Unknown
23,Philips Motion,Bulb
24,Unknown,Unknown
25,Coordinator,Coordinator
26,Philips Motion,Bulb
27,Philips Motion,Bulb
28,Unknown,Unknown
29,Coordinator,Coordinator
30,Unknown,Unknown
31,Power Plug 1,Socket
32,Unknown,Unknown
33,Coordinator,Coordinator
34,Unknown,Unknown
35,Philips Lamp 1,Bulb
36,Unknown,Unknown
37,Philips Lamp 2,Bulb
38,Unknown,Unknown
39,Coordinator,Coordinator
40,Unknown,Unknown
41,Coordinator,Coordinator
42,Unknown,Unknown
43,Philips Lamp 2,Bulb
44,Unknown,Unknown
45,Unknown,Unknown
46,Philips Motion,Bulb
47,Power Plug 2,Socket
48,Unknown,Unknown
49,Coordinator,Coordinator
50,Unknown,Unknown
51,Philips Lamp 1,Bulb
52,Coordinator,Coordinator
53,Unknown,Unknown
54,Philips Lamp 2,Bulb
55,Unknown,Unknown
56,Philips Lamp 1,Bulb
57,Unknown,Unknown
58,Philips Lamp 2,Bulb
59,Unknown,Unknown
60,Ledvance Z3 Plug,Socket
61,Philips Motion,Bulb
62,Philips Lamp 2,Bulb
63,Philips Lamp 1,Bulb
64,Ledvance Bulb,Bulb
65,Power Plug 1,Socket
66,Smart Socket,Socket
67,Coordinator,Coordinator
68,Unknown,Unknown
69,Philips Lamp 1,Bulb
70,Unknown,Unknown
71,Philips Lamp 2,Bulb
72,Philips Lamp 2,Bulb
73,Unknown,Unknown
74,Coordinator,Coordinator
75,Unknown,Unknown
76,Philips Lamp 1,Bulb
77,Unknown,Unknown
78,Philips Motion,Bulb
79,Unknown,Unknown
80,Coordinator,Coordinator
81,Unknown,Unknown
82,Ledvance Bulb,Bulb
83,Unknown,Unknown
84,Philips Lamp 2,Bulb
85,Unknown,Unknown
86,Philips Lamp 1,Bulb
87,Coordinator,Coordinator
88,Unknown,Unknown
89,Philips Motion,Bulb
90,Unknown,Unknown
91,Philips Lamp 1,Bulb
92,Unknown,Unknown
93,Moes Bulb,Bulb
94,Unknown,Unknown
95,Moes Bulb,Bulb
96,Unknown,Unknown
97,Coordinator,Coordinator
98,Philips Motion,Bulb
99,Unknown,Unknown
100,Philips Motion,Bulb
101,Unknown,Unknown
102,Coordinator,Coordinator
103,Ledvance Bulb,Bulb
104,Unknown,Unknown
105,Philips Lamp 1,Bulb
106,Unknown,Unknown
107,Philips Motion,Bulb
108,Unknown,Unknown
109,Philips Motion,Bulb
110,Unknown,Unknown
111,Philips Motion,Bulb
112,Unknown,Unknown
113,Coordinator,Coordinator
114,Unknown,Unknown
115,Ledvance Bulb,Bulb
116,Unknown,Unknown
117,Coordinator,Coordinator
118,Unknown,Unknown
119,Ledvance Bulb,Bulb
120,Unknown,Unknown
121,Ledvance Bulb,Bulb
122,Unknown,Unknown
123,Philips Lamp 1,Bulb
124,Unknown,Unknown
125,Ledvance Bulb,Bulb
126,Unknown,Unknown
127,Coordinator,Coordinator
128,Unknown,Unknown
129,Ledvance Bulb,Bulb
130,Unknown,Unknown
131,Coordinator,Coordinator
132,Coordinator,Coordinator
133,Unknown,Unknown
134,Coordinator,Coordinator
135,Unknown,Unknown
136,Coordinator,Coordinator
137,Unknown,Unknown
138,Coordinator,Coordinator
139,Unknown,Unknown
140,Ledvance Bulb,Bulb
141,Unknown,Unknown
142,Coordinator,Coordinator
143,Unknown,Unknown
144,Ledvance Bulb,Bulb
145,Unknown,Unknown
146,Ledvance Bulb,Bulb
147,Unknown,Unknown
148,Philips Lamp 2,Bulb
149,Unknown,Unknown
150,Philips Lamp 2,Bulb
151,Unknown,Unknown
152,Philips Lamp 1,Bulb
153,Unknown,Unknown
154,Philips Lamp 1,Bulb
155,Unknown,Unknown
156,Philips Lamp 1,Bulb
157,Unknown,Unknown
158,Philips Lamp 1,Bulb
159,Unknown,Unknown
160,Unknown,Unknown
161,Philips Lamp 1,Bulb
162,Unknown,Unknown
163,Ledvance Bulb,Bulb
164,Unknown,Unknown
165,Philips Lamp 1,Bulb
166,Unknown,Unknown
167,Philips Lamp 1,Bulb
168,Unknown,Unknown
169,Philips Lamp 1,Bulb
170,Unknown,Unknown
171,Philips Lamp 1,Bulb
172,Unknown,Unknown
173,Philips Lamp 1,Bulb
174,Unknown,Unknown
175,Philips Lamp 1,Bulb
176,Philips Lamp 1,Bulb
177,Philips Lamp 1,Bulb
178,Unknown,Unknown
179,Philips Lamp 1,Bulb
180,Unknown,Unknown
181,Moes Bulb,Bulb
182,Ledvance Bulb,Bulb
183,Unknown,Unknown
184,Philips Motion,Bulb
185,Unknown,Unknown
186,Philips Motion,Bulb
187,Unknown,Unknown
188,Ledvance Bulb,Bulb
189,Unknown,Unknown
190,Power Plug 2,Socket
191,Ledvance Bulb,Bulb
192,Unknown,Unknown
193,Ledvance Bulb,Bulb
194,Unknown,Unknown
195,Philips Motion,Bulb
196,Unknown,Unknown
197,Coordinator,Coordinator
198,Unknown,Unknown
199,Ledvance Smart+ Plug,Socket
200,Coordinator,Coordinator
201,Unknown,Unknown
202,Unknown,Unknown
203,Ledvance Bulb,Bulb
204,Unknown,Unknown
205,Ledvance Bulb,Bulb
206,Unknown,Unknown
207,Philips Lamp 2,Bulb
208,Unknown,Unknown
209,Philips Lamp 1,Bulb
