Packet Number,Device Name,Device Type
1,Moes Bulb,Bulb
2,Philips Lamp 1,Bulb
3,Power Plug 1,Socket
4,Smart Socket,Socket
5,Ledvance Z3 Plug,Socket
6,Ledvance Bulb,Bulb
7,Philips Lamp 3,Motion
8,Unknown,Unknown
9,Ledvance Smart+ Plug,Socket
10,Philips Motion,Bulb
11,Philips Lamp 3,Motion
12,Unknown,Unknown
13,Coordinator,Coordinator
14,Philips Lamp 3,Motion
15,Unknown,Unknown
16,Philips Lamp 2,Bulb
17,Moes Bulb,Bulb
18,Smart Socket,Socket
19,Philips Lamp 1,Bulb
20,Philips Lamp 3,Motion
21,Unknown,Unknown
22,Ledvance Z3 Plug,Socket
23,Power Plug 2,Socket
24,Ledvance Smart+ Plug,Socket
25,Ledvance Bulb,Bulb
26,Coordinator,Coordinator
27,Unknown,Unknown
28,Smart Socket,Socket
29,Unknown,Unknown
30,Coordinator,Coordinator
31,Coordinator,Coordinator
32,Unknown,Unknown
33,Power Plug 1,Socket
34,Unknown,Unknown
35,Coordinator,Coordinator
36,Unknown,Unknown
37,Coordinator,Coordinator
38,Unknown,Unknown
39,Smart Socket,Socket
40,Unknown,Unknown
41,Coordinator,Coordinator
42,Unknown,Unknown
43,Coordinator,Coordinator
44,Unknown,Unknown
45,Power Plug 1,Socket
46,Unknown,Unknown
47,Coordinator,Coordinator
48,Unknown,Unknown
49,Philips Lamp 2,Bulb
50,Unknown,Unknown
51,Power Plug 2,Socket
52,Unknown,Unknown
53,Coordinator,Coordinator
54,Philips Lamp 2,Bulb
55,Unknown,Unknown
56,Coordinator,Coordinator
57,Unknown,Unknown
58,Power Plug 2,Socket
59,Unknown,Unknown
60,Coordinator,Coordinator
61,Unknown,Unknown
62,Coordinator,Coordinator
63,Coordinator,Coordinator
64,Unknown,Unknown
65,Philips Lamp 2,Bulb
66,Coordinator,Coordinator
67,Unknown,Unknown
68,Philips Lamp 2,Bulb
69,Unknown,Unknown
70,Philips Motion,Bulb
71,Coordinator,Coordinator
72,Unknown,Unknown
73,Ledvance Z3 Plug,Socket
74,Coordinator,Coordinator
75,Unknown,Unknown
76,Ledvance Z3 Plug,Socket
77,Ledvance Smart+ Plug,Socket
78,Unknown,Unknown
79,Ledvance Z3 Plug,Socket
80,Unknown,Unknown
81,Ledvance Z3 Plug,Socket
82,Unknown,Unknown
83,Coordinator,Coordinator
84,Unknown,Unknown
85,Coordinator,Coordinator
86,Unknown,Unknown
87,Ledvance Smart+ Plug,Socket
88,Unknown,Unknown
89,Coordinator,Coordinator
90,Unknown,Unknown
91,Ledvance Z3 Plug,Socket
92,Unknown,Unknown
93,Philips Lamp 3,Motion
94,Unknown,Unknown
95,Coordinator,Coordinator
96,Coordinator,Coordinator
97,Coordinator,Coordinator
98,Coordinator,Coordinator
99,Coordinator,Coordinator
100,Coordinator,Coordinator
101,Unknown,Unknown
102,Ledvance Smart+ Plug,Socket
103,Unknown,Unknown
104,Ledvance Smart+ Plug,Socket
105,Unknown,Unknown
106,Coordinator,Coordinator
107,Unknown,Unknown
108,Ledvance Smart+ Plug,Socket
109,Unknown,Unknown
110,Unknown,Unknown
111,Ledvance Smart+ Plug,Socket
112,Unknown,Unknown
113,Ledvance Z3 Plug,Socket
114,Unknown,Unknown
115,Coordinator,Coordinator
116,Unknown,Unknown
117,Moes Bulb,Bulb
118,Moes Bulb,Bulb
119,Moes Bulb,Bulb
120,Ledvance Smart+ Plug,Socket
121,Coordinator,Coordinator
122,Unknown,Unknown
123,Coordinator,Coordinator
124,Unknown,Unknown
125,Coordinator,Coordinator
126,Coordinator,Coordinator
127,Coordinator,Coordinator
128,Coordinator,Coordinator
129,Unknown,Unknown
130,Philips Lamp 2,Bulb
131,Power Plug 1,Socket
132,Ledvance Bulb,Bulb
133,Moes Bulb,Bulb
134,Unknown,Unknown
135,Smart Socket,Socket
136,Ledvance Bulb,Bulb
137,Power Plug 1,Socket
138,Moes Bulb,Bulb
139,Coordinator,Coordinator
140,Unknown,Unknown
141,Ledvance Smart+ Plug,Socket
142,Ledvance Bulb,Bulb
143,Unknown,Unknown
144,Moes Bulb,Bulb
145,Unknown,Unknown
146,Moes Bulb,Bulb
147,Unknown,Unknown
148,Moes Bulb,Bulb
149,Unknown,Unknown
150,Coordinator,Coordinator
151,Unknown,Unknown
152,Ledvance Z3 Plug,Socket
153,Ledvance Bulb,Bulb
154,Unknown,Unknown
155,Power Plug 2,Socket
156,Philips Lamp 1,Bulb
157,Smart Socket,Socket
158,Moes Bulb,Bulb
159,Moes Bulb,Bulb
160,Smart Socket,Socket
161,Power Plug 1,Socket
162,Philips Lamp 2,Bulb
163,Power Plug 1,Socket
164,Philips Motion,Bulb
165,Philips Motion,Bulb
166,Coordinator,Coordinator
167,Coordinator,Coordinator
168,Coordinator,Coordinator
169,Coordinator,Coordinator
170,Unknown,Unknown
171,Philips Lamp 2,Bulb
172,Smart Socket,Socket
173,Philips Motion,Bulb
174,Philips Lamp 1,Bulb
175,Ledvance Bulb,Bulb
176,Power Plug 2,Socket
177,Coordinator,Coordinator
178,Unknown,Unknown
179,Ledvance Bulb,Bulb
180,Unknown,Unknown
181,Ledvance Z3 Plug,Socket
182,Power Plug 2,Socket
183,Ledvance Z3 Plug,Socket
184,Smart Socket,Socket
185,Philips Motion,Bulb
186,Unknown,Unknown
187,Moes Bulb,Bulb
188,Coordinator,Coordinator
189,Unknown,Unknown
190,Unknown,Unknown
191,Moes Bulb,Bulb
192,Philips Motion,Bulb
193,Unknown,Unknown
194,Philips Lamp 1,Bulb
195,Coordinator,Coordinator
196,Unknown,Unknown
197,Power Plug 1,Socket
198,Philips Motion,Bulb
199,Unknown,Unknown
200,Coordinator,Coordinator
201,Unknown,Unknown
202,Philips Motion,Bulb
203,Smart Socket,Socket
204,Ledvance Bulb,Bulb
205,Power Plug 1,Socket
206,Philips Motion,Bulb
207,Unknown,Unknown
208,Coordinator,Coordinator
209,Philips Motion,Bulb
210,Unknown,Unknown
211,Moes Bulb,Bulb
212,Coordinator,Coordinator
213,Unknown,Unknown
214,Philips Motion,Bulb
215,Unknown,Unknown
216,Philips Lamp 2,Bulb
217,Philips Motion,Bulb
218,Smart Socket,Socket
219,Philips Motion,Bulb
220,Unknown,Unknown
221,Coordinator,Coordinator
222,Unknown,Unknown
223,Coordinator,Coordinator
224,Unknown,Unknown
225,Philips Lamp 2,Bulb
226,Philips Motion,Bulb
227,Unknown,Unknown
228,Philips Motion,Bulb
229,Unknown,Unknown
230,Ledvance Bulb,Bulb
231,Power Plug 2,Socket
232,Philips Lamp 1,Bulb
233,Smart Socket,Socket
234,Philips Motion,Bulb
235,Unknown,Unknown
236,Unknown,Unknown
237,Ledvance Z3 Plug,Socket
238,Ledvance Bulb,Bulb
239,Coordinator,Coordinator
240,Unknown,Unknown
241,Moes Bulb,Bulb
242,Philips Motion,Bulb
243,Coordinator,Coordinator
244,Unknown,Unknown
245,Ledvance Bulb,Bulb
246,Unknown,Unknown
247,Philips Lamp 1,Bulb
248,Smart Socket,Socket
249,Philips Lamp 2,Bulb
250,Philips Motion,Bulb
251,Moes Bulb,Bulb
252,Unknown,Unknown
253,Unknown,Unknown
254,Ledvance Bulb,Bulb
255,Unknown,Unknown
256,Coordinator,Coordinator
257,Unknown,Unknown
258,Ledvance Bulb,Bulb
259,Unknown,Unknown
260,Philips Lamp 2,Bulb
261,Ledvance Bulb,Bulb
262,Ledvance Bulb,Bulb
263,Moes Bulb,Bulb
264,Coordinator,Coordinator
265,Ledvance Z3 Plug,Socket
266,Philips Lamp 1,Bulb
267,Moes Bulb,Bulb
268,Coordinator,Coordinator
269,Unknown,Unknown
270,Philips Motion,Bulb
271,Coordinator,Coordinator
272,Unknown,Unknown
273,Ledvance Bulb,Bulb
274,Unknown,Unknown
275,Philips Motion,Bulb
276,Ledvance Bulb,Bulb
277,Coordinator,Coordinator
278,Ledvance Z3 Plug,Socket
279,Unknown,Unknown
280,Coordinator,Coordinator
281,Unknown,Unknown
282,Coordinator,Coordinator
283,Unknown,Unknown
284,Ledvance Z3 Plug,Socket
285,Unknown,Unknown
286,Ledvance Z3 Plug,Socket
287,Unknown,Unknown
288,Smart Socket,Socket
289,Ledvance Smart+ Plug,Socket
290,Philips Lamp 1,Bulb
291,Philips Lamp 2,Bulb
292,Power Plug 2,Socket
293,Ledvance Z3 Plug,Socket
294,Coordinator,Coordinator
295,Coordinator,Coordinator
296,Unknown,Unknown
297,Ledvance Bulb,Bulb
298,Unknown,Unknown
299,Ledvance Bulb,Bulb
300,Moes Bulb,Bulb
301,Unknown,Unknown
302,Moes Bulb,Bulb
303,Unknown,Unknown
304,Coordinator,Coordinator
305,Unknown,Unknown
306,Ledvance Bulb,Bulb
307,Unknown,Unknown
308,Moes Bulb,Bulb
309,Philips Lamp 3,Motion
310,Unknown,Unknown
311,Coordinator,Coordinator
312,Philips Lamp 2,Bulb
313,Unknown,Unknown
314,Coordinator,Coordinator
315,Unknown,Unknown
316,Coordinator,Coordinator
317,Unknown,Unknown
318,Coordinator,Coordinator
319,Unknown,Unknown
320,Philips Motion,Bulb
321,Unknown,Unknown
322,Philips Lamp 2,Bulb
323,Unknown,Unknown
324,Coordinator,Coordinator
325,Unknown,Unknown
326,Ledvance Bulb,Bulb
327,Unknown,Unknown
328,Moes Bulb,Bulb
329,Unknown,Unknown
330,Moes Bulb,Bulb
331,Unknown,Unknown
332,Philips Motion,Bulb
333,Unknown,Unknown
334,Coordinator,Coordinator
335,Unknown,Unknown
336,Coordinator,Coordinator
337,Unknown,Unknown
338,Coordinator,Coordinator
339,Coordinator,Coordinator
340,Unknown,Unknown
341,Philips Lamp 1,Bulb
342,Unknown,Unknown
343,Ledvance Bulb,Bulb
344,Unknown,Unknown
345,Ledvance Bulb,Bulb
346,Unknown,Unknown
347,Ledvance Bulb,Bulb
348,Unknown,Unknown
349,Philips Lamp 1,Bulb
350,Unknown,Unknown
351,Coordinator,Coordinator
352,Unknown,Unknown
353,Ledvance Bulb,Bulb
354,Unknown,Unknown
355,Ledvance Bulb,Bulb
356,Unknown,Unknown
357,Ledvance Bulb,Bulb
358,Unknown,Unknown
359,Coordinator,Coordinator
360,Unknown,Unknown
361,Ledvance Bulb,Bulb
362,Unknown,Unknown
363,Coordinator,Coordinator
364,Unknown,Unknown
365,Coordinator,Coordinator
366,Unknown,Unknown
367,Coordinator,Coordinator
368,Unknown,Unknown
369,Philips Motion,Bulb
370,Coordinator,Coordinator
371,Unknown,Unknown
372,Coordinator,Coordinator
373,Unknown,Unknown
374,Ledvance Bulb,Bulb
375,Unknown,Unknown
376,Ledvance Bulb,Bulb
377,Ledvance Bulb,Bulb
378,Unknown,Unknown
379,Ledvance Bulb,Bulb
380,Unknown,Unknown
381,Ledvance Bulb,Bulb
382,Unknown,Unknown
383,Philips Lamp 2,Bulb
384,Unknown,Unknown
385,Philips Lamp 2,Bulb
386,Unknown,Unknown
387,Philips Lamp 2,Bulb
388,Unknown,Unknown
389,Philips Lamp 2,Bulb
390,Unknown,Unknown
391,Philips Motion,Bulb
392,Moes Bulb,Bulb
393,Ledvance Bulb,Bulb
394,Ledvance Z3 Plug,Socket
395,Philips Lamp 2,Bulb
396,Philips Lamp 1,Bulb
397,Unknown,Unknown
398,Smart Socket,Socket
399,Philips Lamp 1,Bulb
400,Coordinator,Coordinator
401,Philips Lamp 1,Bulb
402,Coordinator,Coordinator
403,Unknown,Unknown
404,Philips Lamp 1,Bulb
405,Philips Motion,Bulb
406,Unknown,Unknown
407,Philips Lamp 1,Bulb
408,Unknown,Unknown
409,Coordinator,Coordinator
410,Philips Lamp 1,Bulb
411,Unknown,Unknown
412,Philips Lamp 1,Bulb
413,Unknown,Unknown
414,Philips Motion,Bulb
415,Unknown,Unknown
416,Moes Bulb,Bulb
417,Power Plug 1,Socket
418,Smart Socket,Socket
419,Ledvance Bulb,Bulb
420,Unknown,Unknown
421,Ledvance Bulb,Bulb
422,Unknown,Unknown
423,Coordinator,Coordinator
424,Unknown,Unknown
425,Coordinator,Coordinator
426,Unknown,Unknown
427,Ledvance Bulb,Bulb
428,Unknown,Unknown
429,Ledvance Bulb,Bulb
430,Philips Motion,Bulb
431,Moes Bulb,Bulb
432,Ledvance Bulb,Bulb
433,Unknown,Unknown
434,Power Plug 1,Socket
435,Coordinator,Coordinator
436,Smart Socket,Socket
437,Ledvance Smart+ Plug,Socket
438,Philips Lamp 2,Bulb
439,Unknown,Unknown
440,Philips Lamp 2,Bulb
441,Philips Lamp 2,Bulb
442,Philips Lamp 2,Bulb
443,Unknown,Unknown
444,Power Plug 1,Socket
445,Ledvance Bulb,Bulb
446,Philips Motion,Bulb
447,Coordinator,Coordinator
448,Philips Lamp 1,Bulb
449,Unknown,Unknown
450,Philips Lamp 1,Bulb
451,Unknown,Unknown
452,Philips Lamp 2,Bulb
453,Ledvance Bulb,Bulb
454,Unknown,Unknown
455,Ledvance Bulb,Bulb
456,Unknown,Unknown
457,Coordinator,Coordinator
458,Unknown,Unknown
459,Coordinator,Coordinator
460,Unknown,Unknown
461,Ledvance Bulb,Bulb
462,Unknown,Unknown
463,Ledvance Bulb,Bulb
464,Unknown,Unknown
465,Smart Socket,Socket
466,Coordinator,Coordinator
467,Unknown,Unknown
468,Philips Lamp 2,Bulb
469,Unknown,Unknown
470,Coordinator,Coordinator
471,Unknown,Unknown
472,Philips Motion,Bulb
473,Unknown,Unknown
474,Coordinator,Coordinator
475,Unknown,Unknown
476,Ledvance Bulb,Bulb
477,Unknown,Unknown
478,Philips Lamp 2,Bulb
479,Unknown,Unknown
480,Moes Bulb,Bulb
481,Unknown,Unknown
482,Coordinator,Coordinator
483,Moes Bulb,Bulb
484,Unknown,Unknown
485,Coordinator,Coordinator
486,Unknown,Unknown
487,Philips Motion,Bulb
488,Unknown,Unknown
489,Coordinator,Coordinator
490,Unknown,Unknown
491,Ledvance Bulb,Bulb
492,Unknown,Unknown
493,Philips Lamp 1,Bulb
494,Unknown,Unknown
495,Ledvance Bulb,Bulb
496,Unknown,Unknown
497,Coordinator,Coordinator
498,Unknown,Unknown
499,Philips Lamp 2,Bulb
500,Unknown,Unknown
501,Unknown,Unknown
502,Ledvance Bulb,Bulb
503,Unknown,Unknown
504,Philips Lamp 1,Bulb
505,Unknown,Unknown
506,Ledvance Bulb,Bulb
507,Unknown,Unknown
508,Philips Lamp 2,Bulb
509,Unknown,Unknown
510,Philips Lamp 2,Bulb
511,Unknown,Unknown
512,Ledvance Bulb,Bulb
513,Unknown,Unknown
514,Coordinator,Coordinator
515,Unknown,Unknown
516,Coordinator,Coordinator
517,Unknown,Unknown
518,Coordinator,Coordinator
519,Unknown,Unknown
520,Ledvance Bulb,Bulb
521,Unknown,Unknown
522,Ledvance Bulb,Bulb
523,Unknown,Unknown
524,Philips Lamp 1,Bulb
525,Unknown,Unknown
526,Philips Lamp 1,Bulb
527,Philips Lamp 1,Bulb
528,Unknown,Unknown
529,Philips Lamp 1,Bulb
530,Unknown,Unknown
531,Philips Lamp 1,Bulb
532,Unknown,Unknown
533,Philips Lamp 1,Bulb
534,Ledvance Bulb,Bulb
535,Unknown,Unknown
536,Ledvance Bulb,Bulb
537,Unknown,Unknown
538,Coordinator,Coordinator
539,Unknown,Unknown
540,Coordinator,Coordinator
541,Unknown,Unknown
542,Ledvance Bulb,Bulb
543,Unknown,Unknown
544,Ledvance Bulb,Bulb
545,Unknown,Unknown
546,Philips Lamp 2,Bulb
547,Unknown,Unknown
548,Philips Lamp 2,Bulb
549,Unknown,Unknown
550,Philips Lamp 1,Bulb
551,Unknown,Unknown
552,Philips Lamp 3,Motion
553,Unknown,Unknown
554,Unknown,Unknown
555,Philips Motion,Bulb
556,Ledvance Bulb,Bulb
557,Unknown,Unknown
558,Ledvance Bulb,Bulb
559,Unknown,Unknown
560,Coordinator,Coordinator
561,Unknown,Unknown
562,Coordinator,Coordinator
563,Unknown,Unknown
564,Ledvance Bulb,Bulb
565,Unknown,Unknown
566,Ledvance Bulb,Bulb
567,Unknown,Unknown
568,Power Plug 2,Socket
569,Ledvance Smart+ Plug,Socket
570,Coordinator,Coordinator
571,Unknown,Unknown
572,Philips Lamp 2,Bulb
573,Unknown,Unknown
574,Power Plug 2,Socket
575,Unknown,Unknown
576,Power Plug 2,Socket
577,Unknown,Unknown
578,Philips Motion,Bulb
579,Unknown,Unknown
580,Philips Motion,Bulb
581,Unknown,Unknown
582,Coordinator,Coordinator
583,Unknown,Unknown
584,Power Plug 1,Socket
585,Unknown,Unknown
586,Power Plug 1,Socket
587,Unknown,Unknown
588,Philips Motion,Bulb
589,Philips Lamp 3,Motion
590,Unknown,Unknown
591,Coordinator,Coordinator
592,Unknown,Unknown
593,Smart Socket,Socket
594,Unknown,Unknown
595,Smart Socket,Socket
596,Unknown,Unknown
597,Moes Bulb,Bulb
598,Coordinator,Coordinator
599,Unknown,Unknown
600,Smart Socket,Socket
601,Unknown,Unknown
602,Smart Socket,Socket
603,Unknown,Unknown
604,Ledvance Bulb,Bulb
605,Ledvance Bulb,Bulb
606,Ledvance Bulb,Bulb
607,Moes Bulb,Bulb
608,Power Plug 1,Socket
609,Philips Lamp 1,Bulb
610,Power Plug 1,Socket
611,Philips Lamp 2,Bulb
612,Coordinator,Coordinator
613,Unknown,Unknown
614,Ledvance Z3 Plug,Socket
615,Ledvance Bulb,Bulb
616,Unknown,Unknown
617,Ledvance Z3 Plug,Socket
618,Unknown,Unknown
619,Smart Socket,Socket
620,Coordinator,Coordinator
621,Philips Lamp 1,Bulb
622,Coordinator,Coordinator
623,Unknown,Unknown
624,Philips Motion,Bulb
625,Ledvance Bulb,Bulb
626,Unknown,Unknown
627,Coordinator,Coordinator
628,Philips Motion,Bulb
629,Coordinator,Coordinator
630,Unknown,Unknown
631,Ledvance Bulb,Bulb
632,Unknown,Unknown
633,Ledvance Bulb,Bulb
634,Unknown,Unknown
635,Ledvance Bulb,Bulb
636,Unknown,Unknown
637,Coordinator,Coordinator
638,Unknown,Unknown
639,Ledvance Bulb,Bulb
640,Unknown,Unknown
641,Moes Bulb,Bulb
642,Power Plug 1,Socket
643,Power Plug 2,Socket
644,Smart Socket,Socket
645,Smart Socket,Socket
646,Moes Bulb,Bulb
647,Philips Lamp 2,Bulb
648,Ledvance Bulb,Bulb
649,Ledvance Bulb,Bulb
650,Ledvance Z3 Plug,Socket
651,Moes Bulb,Bulb
652,Power Plug 1,Socket
653,Power Plug 1,Socket
654,Coordinator,Coordinator
655,Power Plug 2,Socket
656,Smart Socket,Socket
657,Smart Socket,Socket
658,Coordinator,Coordinator
659,Ledvance Smart+ Plug,Socket
660,Moes Bulb,Bulb
661,Ledvance Smart+ Plug,Socket
662,Ledvance Bulb,Bulb
663,Unknown,Unknown
664,Ledvance Bulb,Bulb
665,Unknown,Unknown
666,Coordinator,Coordinator
667,Unknown,Unknown
668,Coordinator,Coordinator
669,Unknown,Unknown
670,Ledvance Bulb,Bulb
671,Unknown,Unknown
672,Ledvance Bulb,Bulb
673,Unknown,Unknown
674,Philips Motion,Bulb
675,Ledvance Bulb,Bulb
676,Ledvance Bulb,Bulb
677,Coordinator,Coordinator
678,Coordinator,Coordinator
679,Coordinator,Coordinator
680,Ledvance Z3 Plug,Socket
681,Ledvance Bulb,Bulb
682,Unknown,Unknown
683,Ledvance Bulb,Bulb
684,Unknown,Unknown
685,Coordinator,Coordinator
686,Unknown,Unknown
687,Coordinator,Coordinator
688,Unknown,Unknown
689,Ledvance Bulb,Bulb
690,Unknown,Unknown
691,Coordinator,Coordinator
692,Unknown,Unknown
693,Philips Lamp 3,Motion
694,Unknown,Unknown
695,Power Plug 1,Socket
696,Unknown,Unknown
697,Power Plug 1,Socket
698,Power Plug 1,Socket
699,Unknown,Unknown
700,Ledvance Bulb,Bulb
701,Unknown,Unknown
702,Philips Lamp 1,Bulb
703,Ledvance Bulb,Bulb
704,Coordinator,Coordinator
705,Unknown,Unknown
706,Philips Lamp 2,Bulb
707,Unknown,Unknown
708,Power Plug 2,Socket
709,Unknown,Unknown
710,Power Plug 2,Socket
711,Unknown,Unknown
712,Smart Socket,Socket
713,Philips Lamp 3,Motion
714,Unknown,Unknown
715,Coordinator,Coordinator
716,Unknown,Unknown
717,Ledvance Bulb,Bulb
718,Unknown,Unknown
719,Ledvance Bulb,Bulb
720,Unknown,Unknown
721,Ledvance Bulb,Bulb
722,Unknown,Unknown
723,Ledvance Bulb,Bulb
724,Unknown,Unknown
725,Ledvance Bulb,Bulb
726,Unknown,Unknown
727,Coordinator,Coordinator
728,Unknown,Unknown
729,Ledvance Bulb,Bulb
730,Unknown,Unknown
731,Coordinator,Coordinator
732,Unknown,Unknown
733,Coordinator,Coordinator
734,Unknown,Unknown
735,Coordinator,Coordinator
736,Unknown,Unknown
737,Coordinator,Coordinator
738,Unknown,Unknown
739,Ledvance Bulb,Bulb
740,Unknown,Unknown
741,Ledvance Bulb,Bulb
742,Unknown,Unknown
743,Ledvance Bulb,Bulb
744,Unknown,Unknown
745,Ledvance Bulb,Bulb
746,Unknown,Unknown
747,Power Plug 2,Socket
748,Ledvance Bulb,Bulb
749,Ledvance Smart+ Plug,Socket
750,Ledvance Bulb,Bulb
751,Unknown,Unknown
752,Ledvance Bulb,Bulb
753,Unknown,Unknown
754,Coordinator,Coordinator
755,Unknown,Unknown
756,Coordinator,Coordinator
757,Unknown,Unknown
758,Ledvance Bulb,Bulb
759,Unknown,Unknown
760,Ledvance Bulb,Bulb
761,Unknown,Unknown
762,Ledvance Bulb,Bulb
763,Unknown,Unknown
764,Ledvance Bulb,Bulb
765,Unknown,Unknown
766,Coordinator,Coordinator
767,Unknown,Unknown
768,Coordinator,Coordinator
769,Unknown,Unknown
770,Ledvance Bulb,Bulb
771,Unknown,Unknown
772,Coordinator,Coordinator
773,Coordinator,Coordinator
774,Unknown,Unknown
775,Philips Motion,Bulb
776,Unknown,Unknown
777,Ledvance Bulb,Bulb
778,Unknown,Unknown
779,Philips Motion,Bulb
780,Unknown,Unknown
781,Coordinator,Coordinator
782,Unknown,Unknown
783,Smart Socket,Socket
784,Unknown,Unknown
785,Coordinator,Coordinator
786,Unknown,Unknown
787,Power Plug 1,Socket
788,Unknown,Unknown
789,Coordinator,Coordinator
790,Unknown,Unknown
791,Coordinator,Coordinator
792,Unknown,Unknown
793,Smart Socket,Socket
794,Unknown,Unknown
795,Coordinator,Coordinator
796,Unknown,Unknown
797,Coordinator,Coordinator
798,Unknown,Unknown
799,Power Plug 1,Socket
800,Unknown,Unknown
801,Coordinator,Coordinator
802,Unknown,Unknown
803,Philips Lamp 2,Bulb
804,Unknown,Unknown
805,Power Plug 2,Socket
806,Unknown,Unknown
807,Coordinator,Coordinator
808,Unknown,Unknown
809,Philips Lamp 2,Bulb
810,Unknown,Unknown
811,Power Plug 2,Socket
812,Unknown,Unknown
813,Coordinator,Coordinator
814,Unknown,Unknown
815,Coordinator,Coordinator
816,Unknown,Unknown
817,Coordinator,Coordinator
818,Unknown,Unknown
819,Philips Lamp 2,Bulb
820,Coordinator,Coordinator
821,Unknown,Unknown
822,Unknown,Unknown
823,Philips Lamp 2,Bulb
824,Unknown,Unknown
825,Philips Lamp 2,Bulb
826,Unknown,Unknown
827,Philips Lamp 3,Motion
828,Unknown,Unknown
829,Philips Lamp 3,Motion
830,Unknown,Unknown
831,Philips Motion,Bulb
832,Unknown,Unknown
833,Philips Motion,Bulb
834,Unknown,Unknown
835,Philips Motion,Bulb
836,Unknown,Unknown
837,Philips Lamp 3,Motion
838,Unknown,Unknown
839,Coordinator,Coordinator
840,Unknown,Unknown
841,Philips Lamp 3,Motion
842,Unknown,Unknown
843,Philips Lamp 3,Motion
844,Unknown,Unknown
845,Philips Lamp 3,Motion
846,Unknown,Unknown
847,Ledvance Bulb,Bulb
848,Coordinator,Coordinator
849,Unknown,Unknown
850,Philips Lamp 1,Bulb
851,Unknown,Unknown
852,Philips Lamp 1,Bulb
853,Unknown,Unknown
854,Philips Lamp 1,Bulb
855,Unknown,Unknown
856,Philips Lamp 1,Bulb
857,Unknown,Unknown
858,Philips Lamp 1,Bulb
859,Unknown,Unknown
860,Philips Lamp 1,Bulb
861,Unknown,Unknown
862,Moes Bulb,Bulb
863,Unknown,Unknown
864,Moes Bulb,Bulb
865,Unknown,Unknown
866,Moes Bulb,Bulb
867,Unknown,Unknown
868,Coordinator,Coordinator
869,Unknown,Unknown
870,Ledvance Bulb,Bulb
871,Unknown,Unknown
872,Coordinator,Coordinator
873,Unknown,Unknown
874,Ledvance Bulb,Bulb
875,Unknown,Unknown
876,Coordinator,Coordinator
877,Coordinator,Coordinator
878,Unknown,Unknown
879,Ledvance Bulb,Bulb
880,Unknown,Unknown
881,Philips Lamp 1,Bulb
882,Unknown,Unknown
883,Philips Lamp 1,Bulb
884,Unknown,Unknown
885,Coordinator,Coordinator
886,Philips Motion,Bulb
887,Ledvance Bulb,Bulb
888,Philips Lamp 1,Bulb
889,Power Plug 2,Socket
890,Ledvance Z3 Plug,Socket
891,Unknown,Unknown
892,Philips Motion,Bulb
893,Smart Socket,Socket
894,Power Plug 1,Socket
895,Coordinator,Coordinator
896,Ledvance Smart+ Plug,Socket
897,Unknown,Unknown
898,Philips Lamp 2,Bulb
899,Ledvance Smart+ Plug,Socket
900,Power Plug 2,Socket
901,Smart Socket,Socket
902,Power Plug 1,Socket
903,Ledvance Bulb,Bulb
904,Ledvance Z3 Plug,Socket
905,Moes Bulb,Bulb
906,Unknown,Unknown
907,Moes Bulb,Bulb
908,Moes Bulb,Bulb
909,Unknown,Unknown
910,Moes Bulb,Bulb
911,Unknown,Unknown
912,Smart Socket,Socket
913,Power Plug 1,Socket
914,Coordinator,Coordinator
915,Moes Bulb,Bulb
916,Unknown,Unknown
917,Coordinator,Coordinator
