Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Unknown,Unknown,Unknown,Unknown,,0,,
2,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
3,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
4,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
5,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
6,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
7,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
8,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
9,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
10,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
11,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
12,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
13,Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 2,1,Off (0x00),"{'Sequence Number': '88', 'Command': 'Off (0x00)'}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 2,1,Off (0x00),"{'Sequence Number': '88', 'Command': 'Off (0x00)'}"
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Power Plug 2,Socket,Coordinator,Coordinator,Philips Lamp 2,1,Off (0x00),"{'Sequence Number': '88', 'Command': 'Off (0x00)'}"
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Unknown,Unknown,Unknown,Unknown,,0,,
20,Power Plug 2,Socket,Coordinator,Coordinator,Philips Lamp 2,1,Off (0x00),"{'Sequence Number': '88', 'Command': 'Off (0x00)'}"
21,Power Plug 2,Socket,Coordinator,Coordinator,Philips Lamp 2,1,Off (0x00),"{'Sequence Number': '88', 'Command': 'Off (0x00)'}"
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Unknown,Unknown,Unknown,Unknown,,0,Ack,
24,Power Plug 2,Socket,Philips Lamp 2,Bulb,Coordinator,0,Route Record (0x05),
