Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
2,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
3,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
4,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
5,Unknown,Unknown,Unknown,Unknown,,0,,
6,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
7,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
8,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
9,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
10,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
11,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
12,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
13,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
14,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
15,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
16,Philips Lamp 3,Bulb,Philips Lamp 3,Bulb,Unknown,0,Link Status (0x08),
17,Unknown,Unknown,Unknown,Unknown,,0,,
18,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
19,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
20,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
21,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
22,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
23,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
24,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
25,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
26,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
27,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
28,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
29,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
30,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
31,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
32,Unknown,Unknown,Unknown,Unknown,,0,,
33,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
34,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
35,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
36,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
37,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
38,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
39,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
40,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
41,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
42,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
43,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
44,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,1,Off (0x00),"{'Sequence Number': '7', 'Command': 'Off (0x00)'}"
45,Unknown,Unknown,Unknown,Unknown,,0,Ack,
46,Philips Lamp 1,Bulb,Unknown,Unknown,,0,,
47,Philips Lamp 1,Bulb,Coordinator,Coordinator,Ledvance Z3 Plug,1,Off (0x00),"{'Sequence Number': '7', 'Command': 'Off (0x00)'}"
48,Unknown,Unknown,Unknown,Unknown,,0,Ack,
49,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
50,Unknown,Unknown,Unknown,Unknown,,0,Ack,
51,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
52,Unknown,Unknown,Unknown,Unknown,,0,Ack,
53,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
54,Unknown,Unknown,Unknown,Unknown,,0,Ack,
55,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
56,Unknown,Unknown,Unknown,Unknown,,0,Ack,
57,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Default Response (0x0b),"{'Sequence Number': '7', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x00', 'Status': 'Success (0x00)'}"
58,Unknown,Unknown,Unknown,Unknown,,0,Ack,
59,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,,
60,Unknown,Unknown,Unknown,Unknown,,0,Ack,
61,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,Default Response (0x0b),"{'Sequence Number': '7', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x00', 'Status': 'Success (0x00)'}"
62,Unknown,Unknown,Unknown,Unknown,,0,Ack,
63,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '116', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
64,Unknown,Unknown,Unknown,Unknown,,0,Ack,
65,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
66,Unknown,Unknown,Unknown,Unknown,,0,Ack,
67,Philips Lamp 1,Bulb,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
68,Unknown,Unknown,Unknown,Unknown,,0,Ack,
69,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
70,Unknown,Unknown,Unknown,Unknown,,0,Ack,
71,Philips Lamp 1,Bulb,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
72,Unknown,Unknown,Unknown,Unknown,,0,Ack,
73,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,Default Response (0x0b),"{'Sequence Number': '116', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
74,Unknown,Unknown,Unknown,Unknown,,0,Ack,
75,Philips Lamp 1,Bulb,Coordinator,Coordinator,Ledvance Z3 Plug,0,Default Response (0x0b),"{'Sequence Number': '116', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
76,Unknown,Unknown,Unknown,Unknown,,0,Ack,
77,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,Default Response (0x0b),"{'Sequence Number': '116', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
78,Unknown,Unknown,Unknown,Unknown,,0,Ack,
79,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
80,Unknown,Unknown,Unknown,Unknown,,0,Ack,
81,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,Route Record (0x05),
82,Unknown,Unknown,Unknown,Unknown,,0,Ack,
83,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,APS: Ack,
84,Unknown,Unknown,Unknown,Unknown,,0,Ack,
85,Philips Lamp 1,Bulb,Ledvance Z3 Plug,Socket,Coordinator,0,APS: Ack,
86,Unknown,Unknown,Unknown,Unknown,,0,Ack,
87,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '10', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
88,Unknown,Unknown,Unknown,Unknown,,0,Ack,
89,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '10', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '231 (0x00000000000000e7)', 'Bitmap8': '0x00'}"
90,Unknown,Unknown,Unknown,Unknown,,0,Ack,
91,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '12', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
92,Unknown,Unknown,Unknown,Unknown,,0,Ack,
93,Smart Socket,Socket,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '12', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
94,Unknown,Unknown,Unknown,Unknown,,0,Ack,
95,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
96,Unknown,Unknown,Unknown,Unknown,,0,Ack,
