Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
2,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
3,Unknown,Unknown,Unknown,Unknown,,0,,
4,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
5,Unknown,Unknown,Unknown,Unknown,,0,beacon,
6,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
7,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
8,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
9,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
10,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
11,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
12,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
13,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
14,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
15,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,,
16,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
17,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
18,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
19,Unknown,Unknown,Unknown,Unknown,,0,,
20,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
21,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
22,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
23,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
24,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
25,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
26,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
27,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
28,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
29,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
30,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '213', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['Application Version (0x0001)', 'Unknown (0xffe2)', 'Unknown (0xffe4)'], 'Data Type': ['8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)'], 'Uint8': ['77 (0x4d)', '54 (0x36)', '0 (0x00)']}"
31,Unknown,Unknown,Unknown,Unknown,,0,Ack,
32,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '213', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
33,Unknown,Unknown,Unknown,Unknown,,0,Ack,
34,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
35,Unknown,Unknown,Unknown,Unknown,,0,Ack,
36,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
37,Unknown,Unknown,Unknown,Unknown,,0,Ack,
38,Unknown,Unknown,Unknown,Unknown,,0,,
39,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
40,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
41,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
42,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
43,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
44,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
45,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
46,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
47,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
48,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
49,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
50,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Smart+ Plug,1,Off (0x00),"{'Sequence Number': '171', 'Command': 'Off (0x00)'}"
51,Unknown,Unknown,Unknown,Unknown,,0,Ack,
