Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
2,Philips Lamp 2,Bulb,Philips Lamp 2,Bulb,Unknown,0,Link Status (0x08),
3,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '186', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
4,Unknown,Unknown,Unknown,Unknown,,0,Ack,
5,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '186', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '231 (0x00000000000000e7)', 'Bitmap8': '0x00'}"
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '188', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '188', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '99 (0x0000000000000063)', 'Bitmap8': '0x00'}"
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '190', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '190', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '222 (0x00de)']}"
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '192', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '192', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '220 (0x00dc)']}"
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '194', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
24,Unknown,Unknown,Unknown,Unknown,,0,Ack,
25,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '194', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '220 (0x00dc)']}"
26,Unknown,Unknown,Unknown,Unknown,,0,Ack,
27,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
28,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '196', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
29,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '196', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
30,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '196', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
31,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '196', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
32,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '196', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '24 (0x0000000000000018)', 'Bitmap8': '0x00'}"
33,Unknown,Unknown,Unknown,Unknown,,0,Ack,
34,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '196', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '24 (0x0000000000000018)', 'Bitmap8': '0x00'}"
35,Unknown,Unknown,Unknown,Unknown,,0,Ack,
36,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
37,Unknown,Unknown,Unknown,Unknown,,0,Ack,
38,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
39,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
42,Unknown,Unknown,Unknown,Unknown,,0,Ack,
43,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '196', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
44,Unknown,Unknown,Unknown,Unknown,,0,Ack,
45,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '196', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'RMS Voltage (0x0505)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '221 (0x00dd)'}"
46,Unknown,Unknown,Unknown,Unknown,,0,Ack,
47,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
48,Unknown,Unknown,Unknown,Unknown,,0,Ack,
49,Unknown,Unknown,Unknown,Unknown,,0,,
50,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
51,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
52,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
53,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
54,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
55,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
56,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
57,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
58,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
59,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
60,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,1,On (0x01),"{'Sequence Number': '198', 'Command': 'On (0x01)'}"
61,Unknown,Unknown,Unknown,Unknown,,0,Ack,
62,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
63,Unknown,Unknown,Unknown,Unknown,,0,Ack,
64,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
65,Unknown,Unknown,Unknown,Unknown,,0,Ack,
66,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
67,Unknown,Unknown,Unknown,Unknown,,0,Ack,
68,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Default Response (0x0b),"{'Sequence Number': '198', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x01', 'Status': 'Success (0x00)'}"
69,Unknown,Unknown,Unknown,Unknown,,0,Ack,
70,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '14', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
71,Unknown,Unknown,Unknown,Unknown,,0,Ack,
72,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
73,Unknown,Unknown,Unknown,Unknown,,0,Ack,
74,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '15', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '2'}"
75,Unknown,Unknown,Unknown,Unknown,,0,Ack,
76,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '15', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '2'}"
77,Unknown,Unknown,Unknown,Unknown,,0,Ack,
78,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
79,Unknown,Unknown,Unknown,Unknown,,0,Ack,
80,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
81,Unknown,Unknown,Unknown,Unknown,,0,Ack,
82,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '14', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
83,Unknown,Unknown,Unknown,Unknown,,0,Ack,
84,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '15', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
85,Unknown,Unknown,Unknown,Unknown,,0,Ack,
86,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
87,Unknown,Unknown,Unknown,Unknown,,0,Ack,
88,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
89,Unknown,Unknown,Unknown,Unknown,,0,Ack,
90,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
91,Unknown,Unknown,Unknown,Unknown,,0,Ack,
92,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
93,Unknown,Unknown,Unknown,Unknown,,0,Ack,
94,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
95,Unknown,Unknown,Unknown,Unknown,,0,Ack,
96,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
97,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '16', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '140'}"
98,Unknown,Unknown,Unknown,Unknown,,0,Ack,
99,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
100,Unknown,Unknown,Unknown,Unknown,,0,Ack,
101,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '16', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
102,Unknown,Unknown,Unknown,Unknown,,0,Ack,
103,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
104,Unknown,Unknown,Unknown,Unknown,,0,Ack,
105,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
106,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
107,Unknown,Unknown,Unknown,Unknown,,0,Ack,
108,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
109,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,1,On (0x01),"{'Sequence Number': '203', 'Command': 'On (0x01)'}"
110,Unknown,Unknown,Unknown,Unknown,,0,Ack,
