Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
4,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '249', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['219 (0x00db)', '0 (0x0000)'], 'Int16': '0'}"
5,Unknown,Unknown,Unknown,Unknown,,0,Ack,
6,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
7,Ledvance Smart+ Plug,Socket,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
8,Ledvance Bulb,Bulb,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
9,Power Plug 1,Socket,Power Plug 1,Socket,Ledvance Bulb,0,Route Reply (0x02),
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Reply (0x02),
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Philips Motion,Bulb,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
14,Ledvance Z3 Plug,Socket,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
15,Smart Socket,Socket,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
16,Philips Lamp 2,Bulb,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
17,Unknown,Unknown,Unknown,Unknown,,0,,
18,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '249', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['219 (0x00db)', '0 (0x0000)'], 'Int16': '0'}"
19,Unknown,Unknown,Unknown,Unknown,,0,Ack,
20,Moes Bulb,Bulb,Coordinator,Coordinator,Unknown,0,Route Request (0x01),
21,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '249', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Ledvance Bulb,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '249', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
