Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
2,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
3,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
4,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
5,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
6,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
7,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
8,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '205', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
9,Unknown,Unknown,Unknown,Unknown,,0,Ack,
10,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '205', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '225 (0x00000000000000e1)', 'Bitmap8': '0x00'}"
11,Unknown,Unknown,Unknown,Unknown,,0,Ack,
12,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '207', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
13,Unknown,Unknown,Unknown,Unknown,,0,Ack,
14,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '207', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
15,Unknown,Unknown,Unknown,Unknown,,0,Ack,
16,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
17,Unknown,Unknown,Unknown,Unknown,,0,Ack,
