Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
2,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
3,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '49', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['219 (0x00db)', '15 (0x000f)'], 'Int16': '0'}"
4,Unknown,Unknown,Unknown,Unknown,,0,Ack,
5,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '49', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '49', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,APS: Ack,
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '50', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Summation Delivered (0x0000)', 'Data Type': '48-Bit Unsigned Integer (0x25)', 'Uint48': '33 (0x0000000000000021)'}"
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '50', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '50', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Power Plug 2,Socket,Power Plug 2,Socket,Coordinator,0,APS: Ack,
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '79', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
24,Unknown,Unknown,Unknown,Unknown,,0,Ack,
25,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,Default Response (0x0b),"{'Sequence Number': '79', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
26,Unknown,Unknown,Unknown,Unknown,,0,Ack,
27,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,APS: Ack,
28,Unknown,Unknown,Unknown,Unknown,,0,Ack,
29,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '69', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['219 (0x00db)', '0 (0x0000)'], 'Int16': '0'}"
30,Unknown,Unknown,Unknown,Unknown,,0,Ack,
31,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '69', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
32,Unknown,Unknown,Unknown,Unknown,,0,Ack,
33,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '69', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
34,Unknown,Unknown,Unknown,Unknown,,0,Ack,
35,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
36,Unknown,Unknown,Unknown,Unknown,,0,Ack,
37,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '70', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Summation Delivered (0x0000)', 'Data Type': '48-Bit Unsigned Integer (0x25)', 'Uint48': '2 (0x0000000000000002)'}"
38,Unknown,Unknown,Unknown,Unknown,,0,Ack,
39,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '70', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
42,Unknown,Unknown,Unknown,Unknown,,0,Ack,
43,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
44,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
45,Aqara Button,Button,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '5', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
46,Unknown,Unknown,Unknown,Unknown,,0,Ack,
47,Smart Socket,Socket,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '5', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
48,Unknown,Unknown,Unknown,Unknown,,0,Ack,
49,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,1,On (0x01),"{'Sequence Number': '75', 'Command': 'On (0x01)'}"
50,Unknown,Unknown,Unknown,Unknown,,0,Ack,
51,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
52,Unknown,Unknown,Unknown,Unknown,,0,Ack,
53,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
54,Unknown,Unknown,Unknown,Unknown,,0,Ack,
55,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
56,Unknown,Unknown,Unknown,Unknown,,0,Ack,
57,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Default Response (0x0b),"{'Sequence Number': '75', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x01', 'Status': 'Success (0x00)'}"
58,Unknown,Unknown,Unknown,Unknown,,0,Ack,
59,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '59', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
60,Unknown,Unknown,Unknown,Unknown,,0,Ack,
61,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '60', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '2'}"
62,Unknown,Unknown,Unknown,Unknown,,0,Ack,
63,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
64,Unknown,Unknown,Unknown,Unknown,,0,Ack,
65,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
66,Unknown,Unknown,Unknown,Unknown,,0,Ack,
67,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
68,Unknown,Unknown,Unknown,Unknown,,0,Ack,
69,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '59', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
70,Unknown,Unknown,Unknown,Unknown,,0,Ack,
71,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '60', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
72,Unknown,Unknown,Unknown,Unknown,,0,Ack,
73,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
74,Unknown,Unknown,Unknown,Unknown,,0,Ack,
75,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
76,Unknown,Unknown,Unknown,Unknown,,0,Ack,
77,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
78,Unknown,Unknown,Unknown,Unknown,,0,Ack,
79,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
80,Unknown,Unknown,Unknown,Unknown,,0,Ack,
81,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
82,Unknown,Unknown,Unknown,Unknown,,0,Ack,
83,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '61', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '89'}"
84,Unknown,Unknown,Unknown,Unknown,,0,Ack,
85,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
86,Unknown,Unknown,Unknown,Unknown,,0,Ack,
87,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '61', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
88,Unknown,Unknown,Unknown,Unknown,,0,Ack,
89,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
90,Unknown,Unknown,Unknown,Unknown,,0,Ack,
91,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
92,Unknown,Unknown,Unknown,Unknown,,0,Ack,
93,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
94,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
95,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
96,Unknown,Unknown,Unknown,Unknown,,0,Ack,
97,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '80', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
98,Unknown,Unknown,Unknown,Unknown,,0,Ack,
99,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '80', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '225 (0x00000000000000e1)', 'Bitmap8': '0x00'}"
100,Unknown,Unknown,Unknown,Unknown,,0,Ack,
101,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '82', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
102,Unknown,Unknown,Unknown,Unknown,,0,Ack,
103,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '82', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
104,Unknown,Unknown,Unknown,Unknown,,0,Ack,
105,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
106,Unknown,Unknown,Unknown,Unknown,,0,Ack,
107,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '82', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '2 (0x0000000000000002)', 'Bitmap8': '0x00'}"
108,Unknown,Unknown,Unknown,Unknown,,0,Ack,
109,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '84', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
110,Unknown,Unknown,Unknown,Unknown,,0,Ack,
111,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '84', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '220 (0x00dc)']}"
112,Unknown,Unknown,Unknown,Unknown,,0,Ack,
113,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
114,Unknown,Unknown,Unknown,Unknown,,0,Ack,
115,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
116,Unknown,Unknown,Unknown,Unknown,,0,Ack,
117,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '86', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
118,Unknown,Unknown,Unknown,Unknown,,0,Ack,
119,Philips Lamp 1,Bulb,Unknown,Unknown,,0,,
120,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '86', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
121,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '86', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
122,Unknown,Unknown,Unknown,Unknown,,0,Ack,
123,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
