Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Philips Motion,Motion,Unknown,Unknown,,0,,
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Philips Lamp 3,Bulb,Philips Lamp 3,Bulb,Unknown,0,Link Status (0x08),
4,Philips Motion,Motion,Unknown,Unknown,,0,,
5,Unknown,Unknown,Unknown,Unknown,,0,Ack,
6,Philips Motion,Motion,Unknown,Unknown,,0,,
7,Unknown,Unknown,Unknown,Unknown,,0,Ack,
8,Philips Motion,Motion,Unknown,Unknown,,0,,
9,Unknown,Unknown,Unknown,Unknown,,0,Ack,
10,Philips Motion,Motion,Philips Motion,Motion,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '7', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Signed Integer (0x29)', 'Measured Value': '19.38 [°C]'}"
11,Unknown,Unknown,Unknown,Unknown,,0,Ack,
12,Ledvance Bulb,Bulb,Philips Motion,Motion,Coordinator,0,Route Record (0x05),
13,Unknown,Unknown,Unknown,Unknown,,0,Ack,
14,Ledvance Bulb,Bulb,Philips Motion,Motion,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '7', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Signed Integer (0x29)', 'Measured Value': '19.38 [°C]'}"
15,Unknown,Unknown,Unknown,Unknown,,0,Ack,
16,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,0,Default Response (0x0b),"{'Sequence Number': '7', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
17,Unknown,Unknown,Unknown,Unknown,,0,Ack,
18,Philips Motion,Motion,Unknown,Unknown,,0,,
19,Unknown,Unknown,Unknown,Unknown,,0,,
20,Ledvance Bulb,Bulb,Coordinator,Coordinator,Philips Motion,0,Default Response (0x0b),"{'Sequence Number': '7', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
21,Unknown,Unknown,Unknown,Unknown,,0,Ack,
22,Philips Motion,Motion,Unknown,Unknown,,0,,
23,Unknown,Unknown,Unknown,Unknown,,0,Ack,
24,Philips Motion,Motion,Philips Motion,Motion,Coordinator,0,APS: Ack,
25,Unknown,Unknown,Unknown,Unknown,,0,Ack,
26,Ledvance Bulb,Bulb,Philips Motion,Motion,Coordinator,0,Route Record (0x05),
27,Unknown,Unknown,Unknown,Unknown,,0,Ack,
28,Ledvance Bulb,Bulb,Philips Motion,Motion,Coordinator,0,APS: Ack,
29,Unknown,Unknown,Unknown,Unknown,,0,Ack,
30,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
31,Philips Motion,Motion,Unknown,Unknown,,0,,
32,Unknown,Unknown,Unknown,Unknown,,0,Ack,
33,Philips Motion,Motion,Unknown,Unknown,,0,,
34,Unknown,Unknown,Unknown,Unknown,,0,Ack,
35,Aqara Motion,Motion,Aqara Motion,Motion,Coordinator,1,Report Attributes (0x0a),"{'Manufacturer Code': 'Lumi United Techology, Ltd Shenzhen (0x115f)', 'Sequence Number': '216', 'Command': 'Report Attributes (0x0a)', 'Attribute': '0x0112', 'Data Type': '32-Bit Unsigned Integer (0x23)', 'Uint32': '65539 (0x00010003)'}"
36,Unknown,Unknown,Unknown,Unknown,,0,Ack,
37,Philips Motion,Motion,Unknown,Unknown,,0,,
38,Unknown,Unknown,Unknown,Unknown,,0,Ack,
39,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
40,Philips Motion,Motion,Unknown,Unknown,,0,,
41,Unknown,Unknown,Unknown,Unknown,,0,Ack,
42,Philips Motion,Motion,Unknown,Unknown,,0,,
43,Unknown,Unknown,Unknown,Unknown,,0,Ack,
