Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '230', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['218 (0x00da)', '0 (0x0000)'], 'Int16': '0'}"
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '230', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
4,Unknown,Unknown,Unknown,Unknown,,0,Ack,
5,Ledvance Bulb,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '230', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '231', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Summation Delivered (0x0000)', 'Data Type': '48-Bit Unsigned Integer (0x25)', 'Uint48': '100 (0x0000000000000064)'}"
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '231', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Ledvance Bulb,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '231', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Philips Motion,Motion,Unknown,Unknown,,0,,
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
20,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
21,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
22,Aqara Button,Button,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '124', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
23,Unknown,Unknown,Unknown,Unknown,,0,Ack,
24,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,0,Route Record (0x05),
25,Unknown,Unknown,Unknown,Unknown,,0,Ack,
26,Philips Lamp 1,Bulb,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '124', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
27,Unknown,Unknown,Unknown,Unknown,,0,Ack,
28,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,1,On (0x01),"{'Sequence Number': '118', 'Command': 'On (0x01)'}"
29,Unknown,Unknown,Unknown,Unknown,,0,Ack,
30,Smart Socket,Socket,Coordinator,Coordinator,Moes Bulb,1,On (0x01),"{'Sequence Number': '118', 'Command': 'On (0x01)'}"
31,Unknown,Unknown,Unknown,Unknown,,0,Ack,
