Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Philips Motion,Motion,Philips Motion,Motion,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '34', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Measured Value': '13983 (=24.020731 [lx])'}"
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Philips Lamp 2,Bulb,Philips Motion,Motion,Coordinator,0,Route Record (0x05),
4,Unknown,Unknown,Unknown,Unknown,,0,Ack,
5,Philips Motion,Motion,Unknown,Unknown,,0,,
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Philips Lamp 2,Bulb,Philips Motion,Motion,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '34', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Measured Value (0x0000)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Measured Value': '13983 (=24.020731 [lx])'}"
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,0,Default Response (0x0b),"{'Sequence Number': '34', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '182', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['Application Version (0x0001)', 'Unknown (0xffe2)', 'Unknown (0xffe4)'], 'Data Type': ['8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)'], 'Uint8': ['77 (0x4d)', '54 (0x36)', '0 (0x00)']}"
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Default Response (0x0b),"{'Sequence Number': '182', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,APS: Ack,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Philips Motion,Motion,Unknown,Unknown,,0,,
18,Unknown,Unknown,Unknown,Unknown,,0,,
19,Philips Lamp 2,Bulb,Coordinator,Coordinator,Philips Motion,0,Default Response (0x0b),"{'Sequence Number': '34', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Philips Motion,Motion,Unknown,Unknown,,0,,
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Philips Motion,Motion,Philips Motion,Motion,Coordinator,0,APS: Ack,
24,Unknown,Unknown,Unknown,Unknown,,0,Ack,
25,Philips Lamp 2,Bulb,Philips Motion,Motion,Coordinator,0,Route Record (0x05),
26,Unknown,Unknown,Unknown,Unknown,,0,Ack,
27,Philips Motion,Motion,Unknown,Unknown,,0,,
28,Unknown,Unknown,Unknown,Unknown,,0,Ack,
29,Philips Lamp 2,Bulb,Philips Motion,Motion,Coordinator,0,APS: Ack,
30,Unknown,Unknown,Unknown,Unknown,,0,Ack,
31,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
