Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Aqara Motion,Motion,Aqara Motion,Motion,Coordinator,1,Report Attributes (0x0a),"{'Manufacturer Code': 'Lumi United Techology, Ltd Shenzhen (0x115f)', 'Sequence Number': '54', 'Command': 'Report Attributes (0x0a)', 'Attribute': '0x0112', 'Data Type': '32-Bit Unsigned Integer (0x23)', 'Uint32': '65536 (0x00010000)'}"
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
4,Unknown,Unknown,Unknown,Unknown,,0,,
5,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
6,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
7,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
8,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
9,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
10,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
11,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
12,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
13,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
14,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
15,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
16,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '68', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
17,Unknown,Unknown,Unknown,Unknown,,0,Ack,
18,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '68', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '244 (0x00000000000000f4)', 'Bitmap8': '0x00'}"
