Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
2,Philips Lamp 2,Bulb,Philips Lamp 2,Bulb,Unknown,0,Link Status (0x08),
3,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
4,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Route Record (0x05),
5,Unknown,Unknown,Unknown,Unknown,,0,Ack,
6,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '30', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '254'}"
7,Unknown,Unknown,Unknown,Unknown,,0,Ack,
8,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
9,Unknown,Unknown,Unknown,Unknown,,0,Ack,
10,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
11,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
14,Unknown,Unknown,Unknown,Unknown,,0,,
15,Philips Lamp 2,Bulb,Unknown,Unknown,,0,,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Philips Lamp 2,Bulb,Unknown,Unknown,,0,,
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
20,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
21,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
22,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
23,Unknown,Unknown,Unknown,Unknown,,0,Ack,
24,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '190', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Summation Delivered (0x0000)', 'Data Type': '48-Bit Unsigned Integer (0x25)', 'Uint48': '225 (0x00000000000000e1)'}"
25,Unknown,Unknown,Unknown,Unknown,,0,Ack,
26,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Default Response (0x0b),"{'Sequence Number': '190', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
27,Unknown,Unknown,Unknown,Unknown,,0,Ack,
28,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,APS: Ack,
29,Unknown,Unknown,Unknown,Unknown,,0,Ack,
30,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '191', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['RMS Voltage (0x0505)', 'RMS Current (0x0508)', 'Active Power (0x050b)'], 'Data Type': ['16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Signed Integer (0x29)'], 'Uint16': ['221 (0x00dd)', '0 (0x0000)'], 'Int16': '0'}"
31,Unknown,Unknown,Unknown,Unknown,,0,Ack,
32,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Default Response (0x0b),"{'Sequence Number': '191', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
33,Unknown,Unknown,Unknown,Unknown,,0,Ack,
34,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,APS: Ack,
35,Unknown,Unknown,Unknown,Unknown,,0,Ack,
36,Philips Lamp 1,Bulb,Unknown,Unknown,,0,,
37,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Route Record (0x05),
38,Unknown,Unknown,Unknown,Unknown,,0,Ack,
39,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '31', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
42,Unknown,Unknown,Unknown,Unknown,,0,Ack,
43,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '33', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Saturation (0x0001)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Saturation': '254'}"
44,Unknown,Unknown,Unknown,Unknown,,0,Ack,
45,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
46,Unknown,Unknown,Unknown,Unknown,,0,Ack,
47,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '33', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
48,Unknown,Unknown,Unknown,Unknown,,0,Ack,
49,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
50,Unknown,Unknown,Unknown,Unknown,,0,Ack,
51,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
52,Unknown,Unknown,Unknown,Unknown,,0,Ack,
53,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
54,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
55,Unknown,Unknown,Unknown,Unknown,,0,,
56,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
57,Unknown,Unknown,Unknown,Unknown,,0,Ack,
58,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
59,Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 2,1,On (0x01),"{'Sequence Number': '121', 'Command': 'On (0x01)'}"
60,Unknown,Unknown,Unknown,Unknown,,0,Ack,
61,Unknown,Unknown,Unknown,Unknown,,0,,
62,Unknown,Unknown,Unknown,Unknown,,0,Ack,
63,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,1,On (0x01),"{'Sequence Number': '123', 'Command': 'On (0x01)'}"
64,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,1,On (0x01),"{'Sequence Number': '123', 'Command': 'On (0x01)'}"
65,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,1,On (0x01),"{'Sequence Number': '123', 'Command': 'On (0x01)'}"
66,Coordinator,Coordinator,Coordinator,Coordinator,Philips Motion,1,On (0x01),"{'Sequence Number': '123', 'Command': 'On (0x01)'}"
67,Philips Lamp 2,Bulb,Unknown,Unknown,,0,,
68,Unknown,Unknown,Unknown,Unknown,,0,Ack,
69,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,1,On (0x01),"{'Sequence Number': '125', 'Command': 'On (0x01)'}"
70,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,1,On (0x01),"{'Sequence Number': '125', 'Command': 'On (0x01)'}"
