Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
2,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
3,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
4,Power Plug 2,Socket,Unknown,Unknown,,0,,
5,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '70', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '70', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '225 (0x00000000000000e1)', 'Bitmap8': '0x00'}"
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '72', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '72', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Power Plug 1,Socket,Unknown,Unknown,,0,,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '74', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '74', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '220 (0x00dc)']}"
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
24,Unknown,Unknown,Unknown,Unknown,,0,Ack,
25,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '76', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
26,Philips Motion,Bulb,Unknown,Unknown,,0,,
27,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '76', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
28,Unknown,Unknown,Unknown,Unknown,,0,Ack,
29,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
30,Unknown,Unknown,Unknown,Unknown,,0,Ack,
31,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '76', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '219 (0x00db)']}"
32,Unknown,Unknown,Unknown,Unknown,,0,Ack,
33,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '78', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
34,Unknown,Unknown,Unknown,Unknown,,0,Ack,
35,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '78', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
36,Unknown,Unknown,Unknown,Unknown,,0,Ack,
37,Philips Lamp 2,Bulb,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '78', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
38,Unknown,Unknown,Unknown,Unknown,,0,Ack,
39,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '80', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
42,Unknown,Unknown,Unknown,Unknown,,0,Ack,
43,Philips Lamp 2,Bulb,Unknown,Unknown,,0,,
44,Unknown,Unknown,Unknown,Unknown,,0,Ack,
45,Unknown,Unknown,Unknown,Unknown,,0,Ack,
46,Philips Motion,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
