Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '78', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
2,Unknown,Unknown,Unknown,Unknown,,0,Ack,
3,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '78', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
4,Unknown,Unknown,Unknown,Unknown,,0,Ack,
5,Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '78', 'Command': 'Read Attributes Response (0x01)', 'Attribute': 'OnOff (0x0000)', 'Status': 'Success (0x00)', 'Data Type': 'Boolean (0x10)'}"
6,Unknown,Unknown,Unknown,Unknown,,0,Ack,
7,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
8,Unknown,Unknown,Unknown,Unknown,,0,Ack,
9,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
10,Unknown,Unknown,Unknown,Unknown,,0,Ack,
11,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '80', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
12,Unknown,Unknown,Unknown,Unknown,,0,Ack,
13,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '80', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
14,Unknown,Unknown,Unknown,Unknown,,0,Ack,
15,Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '80', 'Command': 'Read Attributes Response (0x01)', 'Attribute': 'Current Level (0x0000)', 'Status': 'Success (0x00)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '148'}"
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '82', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Color Mode (0x0008)', 'Current X (0x0003)', 'Current Y (0x0004)', 'Color Temperature (0x0007)']}"
22,Unknown,Unknown,Unknown,Unknown,,0,Ack,
23,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,Read Attributes (0x00),"{'Sequence Number': '82', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Color Mode (0x0008)', 'Current X (0x0003)', 'Current Y (0x0004)', 'Color Temperature (0x0007)']}"
24,Moes Bulb,Bulb,Moes Bulb,Bulb,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '82', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Color Mode (0x0008)', 'Current X (0x0003)', 'Current Y (0x0004)', 'Color Temperature (0x0007)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['8-Bit Enumeration (0x30)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Color Mode': 'Color Temperature (0x02)', 'Color Temperature': '377 [Mired] (2652 [K])'}"
25,Unknown,Unknown,Unknown,Unknown,,0,Ack,
26,Coordinator,Coordinator,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
27,Unknown,Unknown,Unknown,Unknown,,0,Ack,
28,Ledvance Bulb,Bulb,Coordinator,Coordinator,Moes Bulb,0,APS: Ack,
29,Unknown,Unknown,Unknown,Unknown,,0,Ack,
30,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
31,Unknown,Unknown,Unknown,Unknown,,0,Ack,
32,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
33,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
34,Philips Motion,Bulb,Philips Motion,Bulb,Unknown,0,Link Status (0x08),
35,Philips Lamp 2,Bulb,Philips Lamp 2,Bulb,Unknown,0,Link Status (0x08),
36,Philips Lamp 3,Motion,Unknown,Unknown,,0,,
37,Unknown,Unknown,Unknown,Unknown,,0,Ack,
38,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
39,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
