Packet Number,Device Name,Device Type
1,Coordinator,Coordinator
2,Ledvance Smart+ Plug,Socket
3,Moes Bulb,Bulb
4,Philips Motion,Bulb
5,Ledvance Z3 Plug,Socket
6,Power Plug 1,Socket
7,Smart Socket,Socket
8,Ledvance Bulb,Bulb
9,Philips Lamp 1,Bulb
10,Power Plug 2,Socket
11,Power Plug 1,Socket
12,Unknown,Unknown
13,Coordinator,Coordinator
14,Unknown,Unknown
15,Philips Lamp 1,Bulb
16,Unknown,Unknown
17,Power Plug 1,Socket
18,Unknown,Unknown
19,Ledvance Smart+ Plug,Socket
20,Coordinator,Coordinator
21,Coordinator,Coordinator
22,Unknown,Unknown
23,Smart Socket,Socket
24,Unknown,Unknown
25,Coordinator,Coordinator
26,Unknown,Unknown
27,Philips Lamp 1,Bulb
28,Unknown,Unknown
29,Power Plug 1,Socket
30,Coordinator,Coordinator
31,Unknown,Unknown
32,Power Plug 1,Socket
33,Unknown,Unknown
34,Power Plug 1,Socket
35,Unknown,Unknown
36,Coordinator,Coordinator
37,Unknown,Unknown
38,Smart Socket,Socket
39,Unknown,Unknown
40,Coordinator,Coordinator
41,Unknown,Unknown
42,Philips Lamp 1,Bulb
43,Unknown,Unknown
44,Power Plug 1,Socket
45,Unknown,Unknown
46,Coordinator,Coordinator
47,Unknown,Unknown
48,Power Plug 1,Socket
49,Unknown,Unknown
50,Coordinator,Coordinator
51,Unknown,Unknown
52,Philips Lamp 1,Bulb
53,Unknown,Unknown
54,Coordinator,Coordinator
55,Unknown,Unknown
56,Power Plug 2,Socket
57,Unknown,Unknown
58,Philips Lamp 1,Bulb
59,Unknown,Unknown
60,Power Plug 1,Socket
61,Unknown,Unknown
62,Coordinator,Coordinator
63,Unknown,Unknown
64,Coordinator,Coordinator
65,Power Plug 2,Socket
66,Unknown,Unknown
67,Philips Lamp 1,Bulb
68,Unknown,Unknown
69,Power Plug 2,Socket
70,Unknown,Unknown
71,Coordinator,Coordinator
72,Unknown,Unknown
73,Philips Lamp 1,Bulb
74,Unknown,Unknown
75,Power Plug 1,Socket
76,Unknown,Unknown
77,Coordinator,Coordinator
78,Unknown,Unknown
79,Philips Motion,Bulb
80,Unknown,Unknown
81,Philips Lamp 1,Bulb
82,Unknown,Unknown
83,Coordinator,Coordinator
84,Unknown,Unknown
85,Philips Lamp 1,Bulb
86,Unknown,Unknown
87,Coordinator,Coordinator
88,Unknown,Unknown
89,Power Plug 1,Socket
90,Unknown,Unknown
91,Philips Lamp 1,Bulb
