Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
2,Unknown,Unknown,Unknown,Unknown,,0,,
3,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
4,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
5,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
6,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
7,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
8,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
9,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,,
10,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
11,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
12,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
13,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
14,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
15,Unknown,Unknown,Unknown,Unknown,,0,,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Philips Lamp 2,Bulb,Philips Lamp 2,Bulb,Unknown,0,Link Status (0x08),
18,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '199', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
19,Unknown,Unknown,Unknown,Unknown,,0,Ack,
20,Ledvance Bulb,Bulb,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '199', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
21,Unknown,Unknown,Unknown,Unknown,,0,Ack,
22,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '199', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '231 (0x00000000000000e7)', 'Bitmap8': '0x00'}"
23,Unknown,Unknown,Unknown,Unknown,,0,Ack,
24,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '201', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
