Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
1,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
2,Unknown,Unknown,Unknown,Unknown,,0,,
3,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
4,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
5,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
6,Philips Lamp 3,Bulb,Unknown,Unknown,,0,beacon,
7,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
8,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
9,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
10,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
11,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
12,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
13,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
14,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
15,Unknown,Unknown,Unknown,Unknown,,0,,
16,Unknown,Unknown,Unknown,Unknown,,0,Ack,
17,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '162', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'RMS Voltage (0x0505)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '222 (0x00de)'}"
18,Unknown,Unknown,Unknown,Unknown,,0,Ack,
19,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
20,Unknown,Unknown,Unknown,Unknown,,0,Ack,
21,Philips Lamp 2,Bulb,Philips Lamp 2,Bulb,Unknown,0,Link Status (0x08),
22,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
23,Unknown,Unknown,Unknown,Unknown,,0,,
24,Philips Lamp 2,Bulb,Unknown,Unknown,,0,beacon,
25,Philips Lamp 1,Bulb,Unknown,Unknown,,0,beacon,
26,Power Plug 2,Socket,Unknown,Unknown,,0,beacon,
27,Coordinator,Coordinator,Unknown,Unknown,,0,beacon,
28,Moes Bulb,Bulb,Unknown,Unknown,,0,beacon,
29,Ledvance Bulb,Bulb,Unknown,Unknown,,0,beacon,
30,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,beacon,
31,Ledvance Smart+ Plug,Socket,Unknown,Unknown,,0,beacon,
32,Power Plug 1,Socket,Unknown,Unknown,,0,beacon,
33,Smart Socket,Socket,Unknown,Unknown,,0,beacon,
34,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
35,Unknown,Unknown,Unknown,Unknown,,0,,
