Packet Number,Device Name,Device Type
1,Moes Bulb,Bulb
2,Coordinator,Coordinator
3,Ledvance Bulb,Bulb
4,Power Plug 1,Socket
5,Smart Socket,Socket
6,Ledvance Smart+ Plug,Socket
7,Power Plug 2,Socket
8,Coordinator,Coordinator
9,Unknown,Unknown
10,Smart Socket,Socket
11,Unknown,Unknown
12,Coordinator,Coordinator
13,Unknown,Unknown
14,Philips Lamp 1,Bulb
15,Unknown,Unknown
16,Coordinator,Coordinator
17,Unknown,Unknown
18,Power Plug 1,Socket
19,Unknown,Unknown
20,Coordinator,Coordinator
21,Unknown,Unknown
22,Smart Socket,Socket
23,Unknown,Unknown
24,Coordinator,Coordinator
25,Unknown,Unknown
26,Philips Lamp 1,Bulb
27,Unknown,Unknown
28,Coordinator,Coordinator
29,Unknown,Unknown
30,Philips Lamp 1,Bulb
31,Unknown,Unknown
32,Coordinator,Coordinator
33,Unknown,Unknown
34,Power Plug 1,Socket
35,Unknown,Unknown
36,Coordinator,Coordinator
37,Unknown,Unknown
38,Philips Motion,Bulb
39,Unknown,Unknown
40,Power Plug 2,Socket
41,Unknown,Unknown
42,Coordinator,Coordinator
43,Unknown,Unknown
44,Philips Motion,Bulb
45,Unknown,Unknown
46,Coordinator,Coordinator
47,Unknown,Unknown
48,Power Plug 2,Socket
49,Unknown,Unknown
50,Philips Lamp 1,Bulb
51,Unknown,Unknown
52,Coordinator,Coordinator
53,Unknown,Unknown
54,Philips Motion,Bulb
55,Unknown,Unknown
56,Coordinator,Coordinator
57,Unknown,Unknown
58,Philips Motion,Bulb
59,Unknown,Unknown
60,Ledvance Z3 Plug,Socket
61,Philips Lamp 1,Bulb
62,Philips Motion,Bulb
63,Power Plug 1,Socket
64,Unknown,Unknown
65,Coordinator,Coordinator
66,Unknown,Unknown
67,Philips Lamp 1,Bulb
68,Unknown,Unknown
69,Power Plug 1,Socket
70,Unknown,Unknown
71,Aqara Door 1,Door
72,Unknown,Unknown
73,Smart Socket,Socket
74,Unknown,Unknown
75,Smart Socket,Socket
76,Unknown,Unknown
77,Moes Bulb,Bulb
78,Coordinator,Coordinator
79,Ledvance Bulb,Bulb
80,Power Plug 1,Socket
81,Smart Socket,Socket
82,Ledvance Smart+ Plug,Socket
83,Aqara Button,Button
84,Unknown,Unknown
85,Smart Socket,Socket
86,Unknown,Unknown
87,Coordinator,Coordinator
88,Unknown,Unknown
89,Ledvance Bulb,Bulb
90,Unknown,Unknown
91,Ledvance Bulb,Bulb
92,Unknown,Unknown
93,Ledvance Bulb,Bulb
94,Unknown,Unknown
95,Ledvance Bulb,Bulb
96,Unknown,Unknown
97,Ledvance Bulb,Bulb
98,Unknown,Unknown
99,Coordinator,Coordinator
100,Unknown,Unknown
101,Ledvance Bulb,Bulb
102,Ledvance Bulb,Bulb
103,Unknown,Unknown
