Packet Number,Device Name,Device Type
1,Power Plug 1,Socket
2,Smart Socket,Socket
3,Philips Lamp 1,Bulb
4,Ledvance Bulb,Bulb
5,Moes Bulb,Bulb
6,Aqara Door 1,Door
7,Unknown,Unknown
8,Smart Socket,Socket
9,Unknown,Unknown
10,Coordinator,Coordinator
11,Unknown,Unknown
12,Smart Socket,Socket
13,Unknown,Unknown
14,Coordinator,Coordinator
15,Unknown,Unknown
16,Philips Lamp 1,Bulb
17,Unknown,Unknown
18,Coordinator,Coordinator
19,Unknown,Unknown
20,Power Plug 1,Socket
21,Unknown,Unknown
22,Coordinator,Coordinator
23,Unknown,Unknown
24,Smart Socket,Socket
25,Unknown,Unknown
26,Coordinator,Coordinator
27,Unknown,Unknown
28,Philips Lamp 1,Bulb
29,Unknown,Unknown
30,Power Plug 1,Socket
31,Unknown,Unknown
32,Coordinator,Coordinator
33,Unknown,Unknown
34,Philips Lamp 1,Bulb
35,Unknown,Unknown
36,Coordinator,Coordinator
37,Unknown,Unknown
38,Philips Lamp 1,Bulb
39,Philips Lamp 1,Bulb
40,Unknown,Unknown
41,Coordinator,Coordinator
42,Unknown,Unknown
43,Unknown,Unknown
44,Coordinator,Coordinator
45,Unknown,Unknown
46,Power Plug 2,Socket
47,Unknown,Unknown
48,Philips Lamp 1,Bulb
49,Power Plug 1,Socket
50,Unknown,Unknown
51,Unknown,Unknown
52,Unknown,Unknown
53,Power Plug 2,Socket
54,Unknown,Unknown
55,Coordinator,Coordinator
56,Unknown,Unknown
57,Philips Lamp 1,Bulb
58,Unknown,Unknown
59,Philips Lamp 1,Bulb
60,Unknown,Unknown
61,Coordinator,Coordinator
62,Unknown,Unknown
63,Power Plug 1,Socket
64,Unknown,Unknown
65,Philips Lamp 1,Bulb
66,Unknown,Unknown
67,Power Plug 1,Socket
68,Unknown,Unknown
69,Ledvance Z3 Plug,Socket
70,Aqara Button,Button
71,Unknown,Unknown
72,Smart Socket,Socket
73,Unknown,Unknown
74,Coordinator,Coordinator
75,Unknown,Unknown
76,Ledvance Bulb,Bulb
77,Unknown,Unknown
78,Ledvance Bulb,Bulb
79,Unknown,Unknown
80,Ledvance Bulb,Bulb
81,Unknown,Unknown
82,Ledvance Bulb,Bulb
83,Unknown,Unknown
84,Philips Motion,Bulb
85,Ledvance Bulb,Bulb
86,Unknown,Unknown
87,Coordinator,Coordinator
88,Unknown,Unknown
89,Coordinator,Coordinator
90,Ledvance Bulb,Bulb
91,Unknown,Unknown
92,Coordinator,Coordinator
93,Unknown,Unknown
94,Coordinator,Coordinator
95,Unknown,Unknown
96,Coordinator,Coordinator
97,Unknown,Unknown
98,Coordinator,Coordinator
99,Unknown,Unknown
100,Ledvance Bulb,Bulb
101,Unknown,Unknown
102,Ledvance Bulb,Bulb
103,Unknown,Unknown
104,Ledvance Bulb,Bulb
105,Unknown,Unknown
106,Ledvance Bulb,Bulb
107,Unknown,Unknown
108,Aqara Door 1,Door
109,Unknown,Unknown
